"sciname","TempMin","TempMax","EnvTemp"
"Neoraja carolinensis",4.17999982833862,6.09000015258789,"deep-water"
"Neoraja iberica",12.76,13.95,"subtropical"
"Neoraja stehmanni",NA,NA,"deep-water"
"Okamejei acutispina",NA,NA,"temperate"
"Okamejei arafurensis",NA,NA,"tropical"
"Okamejei boesemani",NA,NA,"tropical"
"Okamejei cairae",NA,NA,"tropical"
"Okamejei heemstrai",NA,NA,"deep-water"
"Okamejei hollandi",NA,NA,"tropical"
"Okamejei jensenae",NA,NA,"tropical"
"Okamejei kenojei",NA,NA,"temperate"
"Okamejei leptoura",NA,NA,"tropical"
"Okamejei meerdervoortii",NA,NA,"tropical"
"Okamejei mengae",NA,NA,"subtropical"
"Okamejei philipi",NA,NA,"deep-water"
"Okamejei pita",NA,NA,"subtropical"
"Okamejei powelli",NA,NA,"tropical"
"Okamejei schmidti",NA,NA,"temperate"
"Raja ackleyi",NA,NA,"tropical"
"Raja africana",NA,NA,"subtropical"
"Raja asterias",NA,NA,"subtropical"
"Raja bahamensis",NA,NA,"deep-water"
"Raja binoculata",NA,NA,"temperate"
"Raja brachyura",NA,NA,"temperate"
"Raja cervigoni",NA,NA,"tropical"
"Raja chinensis",NA,NA,"subtropical"
"Raja clavata",NA,NA,"subtropical"
"Raja cortezensis",NA,NA,"subtropical"
"Raja eglanteria",NA,NA,"subtropical"
"Raja equatorialis",NA,NA,"tropical"
"Raja herwigi",NA,NA,"tropical"
"Raja inornata",NA,NA,"temperate"
"Raja maderensis",NA,NA,"deep-water"
"Raja microocellata",NA,NA,"temperate"
"Raja miraletus",NA,NA,"subtropical"
"Raja montagui",NA,NA,"temperate"
"Raja polystigma",NA,NA,"subtropical"
"Raja pulchra",NA,NA,"temperate"
"Raja radula",NA,NA,"subtropical"
"Raja rhina",NA,NA,"deep-water"
"Raja rondeleti",NA,NA,"subtropical"
"Raja rouxi",NA,NA,"deep-water"
"Raja stellulata",NA,NA,"temperate"
"Raja straeleni",NA,NA,"tropical"
"Raja texana",NA,NA,"subtropical"
"Raja undulata",NA,NA,"subtropical"
"Raja velezi",NA,NA,"deep-water"
"Rajella annandalei",NA,NA,"deep-water"
"Rajella barnardi",NA,NA,"deep-water"
"Rajella bathyphila",NA,NA,"deep-water"
"Rajella bigelowi",NA,NA,"deep-water"
"Rajella caudaspinosa",NA,NA,"deep-water"
"Rajella challengeri",NA,NA,"tropical"
"Rajella dissimilis",NA,NA,"deep-water"
"Rajella eisenhardti",NA,NA,"deep-water"
"Rajella fuliginea",NA,NA,"tropical"
"Rajella fyllae",1,7,"deep-water"
"Rajella kukujevi",NA,NA,"deep-water"
"Rajella leoparda",NA,NA,"deep-water"
"Rajella lintea",NA,NA,"deep-water"
"Rajella nigerrima",NA,NA,"deep-water"
"Rajella paucispinosa",NA,NA,"tropical"
"Rajella purpuriventralis",NA,NA,"deep-water"
"Rajella ravidula",NA,NA,"deep-water"
"Rajella sadowskii",NA,NA,"deep-water"
"Rostroraja alba",NA,NA,"subtropical"
"Zearaja chilensis",NA,NA,"temperate"
"Zearaja maugeana",NA,NA,"temperate"
"Zearaja nasuta",NA,NA,"temperate"
"Agrostichthys parkeri",NA,NA,"temperate"
"Regalecus glesne",NA,NA,"subtropical"
"Regalecus russelii",NA,NA,"deep-water"
"Prototroctes maraena",10,25,"temperate"
"Prototroctes oxyrhynchus",NA,NA,"subtropical"
"Retropinna retropinna",NA,NA,"subtropical"
"Retropinna semoni",10,25,"temperate"
"Retropinna tasmanica",NA,NA,"temperate"
"Stokellia anisodon",NA,NA,"subtropical"
"Gymnorhamphichthys bogardusi",NA,NA,"tropical"
"Gymnorhamphichthys britskii",NA,NA,"tropical"
"Gymnorhamphichthys hypostomus",NA,NA,"tropical"
"Gymnorhamphichthys petiti",NA,NA,"tropical"
"Gymnorhamphichthys rondoni",25,28,"tropical"
"Gymnorhamphichthys rosamariae",NA,NA,"tropical"
"Iracema caiana",NA,NA,"tropical"
"Rhamphichthys apurensis",NA,NA,"tropical"
"Rhamphichthys atlanticus",NA,NA,"tropical"
"Rhamphichthys drepanium",NA,NA,"tropical"
"Rhamphichthys hahni",NA,NA,"temperate"
"Rhamphichthys lineatus",NA,NA,"tropical"
"Rhamphichthys longior",NA,NA,"tropical"
"Rhamphichthys marmoratus",NA,NA,"tropical"
"Rhamphichthys pantherinus",NA,NA,"tropical"
"Rhamphichthys rostratus",NA,NA,"subtropical"
"Rhamphocottus richardsonii",NA,NA,"temperate"
"Rhincodon typus",18,30,"subtropical"
"Aptychotrema rostrata",NA,NA,"temperate"
"Aptychotrema timorensis",NA,NA,"tropical"
"Aptychotrema vincentiana",NA,NA,"temperate"
"Glaucostegus granulatus",NA,NA,"subtropical"
"Glaucostegus halavi",NA,NA,"subtropical"
"Glaucostegus typus",NA,NA,"tropical"
"Platyrhina hyugaensis",NA,NA,"temperate"
"Platyrhina sinensis",NA,NA,"subtropical"
"Platyrhina tangi",NA,NA,"temperate"
"Platyrhinoidis triseriata",NA,NA,"subtropical"
"Rhina ancylostoma",NA,NA,"tropical"
"Rhinobatos albomaculatus",NA,NA,"tropical"
"Rhinobatos annandalei",NA,NA,"tropical"
"Rhinobatos annulatus",NA,NA,"subtropical"
"Rhinobatos blochii",NA,NA,"tropical"
"Rhinobatos cemiculus",NA,NA,"subtropical"
"Rhinobatos formosensis",NA,NA,"subtropical"
"Rhinobatos glaucostigma",NA,NA,"tropical"
"Rhinobatos holcorhynchus",NA,NA,"deep-water"
"Rhinobatos horkelii",NA,NA,"subtropical"
"Rhinobatos hynnicephalus",NA,NA,"temperate"
"Rhinobatos irvinei",NA,NA,"tropical"
"Rhinobatos jimbaranensis",NA,NA,"tropical"
"Rhinobatos lentiginosus",NA,NA,"subtropical"
"Rhinobatos leucorhynchus",NA,NA,"tropical"
"Rhinobatos leucospilus",NA,NA,"subtropical"
"Rhinobatos lionotus",NA,NA,"tropical"
"Rhinobatos microphthalmus",NA,NA,"tropical"
"Rhinobatos nudidorsalis",NA,NA,"tropical"
"Rhinobatos obtusus",NA,NA,"tropical"
"Rhinobatos ocellatus",NA,NA,"subtropical"
"Rhinobatos penggali",NA,NA,"tropical"
"Rhinobatos percellens",NA,NA,"subtropical"
"Rhinobatos petiti",NA,NA,"tropical"
"Rhinobatos planiceps",NA,NA,"tropical"
"Rhinobatos prahli",NA,NA,"tropical"
"Rhinobatos productus",NA,NA,"tropical"
"Rhinobatos punctifer",NA,NA,"tropical"
"Rhinobatos rhinobatos",NA,NA,"subtropical"
"Rhinobatos sainsburyi",NA,NA,"tropical"
"Rhinobatos salalah",NA,NA,"tropical"
"Rhinobatos schlegelii",NA,NA,"subtropical"
"Rhinobatos spinosus",NA,NA,"tropical"
"Rhinobatos thouin",NA,NA,"tropical"
"Rhinobatos thouiniana",NA,NA,"tropical"
"Rhinobatos variegatus",NA,NA,"deep-water"
"Rhinobatos whitei",NA,NA,"tropical"
"Rhinobatos zanzibarensis",NA,NA,"tropical"
"Rhynchobatus australiae",NA,NA,"subtropical"
"Rhynchobatus djiddensis",NA,NA,"tropical"
"Rhynchobatus laevis",NA,NA,"subtropical"
"Rhynchobatus luebberti",NA,NA,"tropical"
"Rhynchobatus palpebratus",NA,NA,"tropical"
"Rhynchobatus springeri",NA,NA,"tropical"
"Tarsistes philippii",NA,NA,"subtropical"
"Trygonorrhina fasciata",NA,NA,"temperate"
"Trygonorrhina melaleuca",NA,NA,"subtropical"
"Zanobatus schoenleinii",NA,NA,"tropical"
"Zapteryx brevirostris",NA,NA,"subtropical"
"Zapteryx exasperata",NA,NA,"subtropical"
"Zapteryx xyster",NA,NA,"tropical"
"Harriotta haeckeli",NA,NA,"deep-water"
"Harriotta raleighana",NA,NA,"deep-water"
"Neoharriotta carri",NA,NA,"deep-water"
"Neoharriotta pinnata",NA,NA,"deep-water"
"Neoharriotta pumila",NA,NA,"deep-water"
"Rhinochimaera africana",NA,NA,"deep-water"
"Rhinochimaera atlantica",NA,NA,"deep-water"
"Rhinochimaera pacifica",NA,NA,"deep-water"
"Protogobius attiti",NA,NA,"tropical"
"Rhyacichthys aspro",NA,NA,"tropical"
"Rhyacichthys guilberti",NA,NA,"tropical"
"Anablepsoides amanan",NA,NA,"tropical"
"Anablepsoides amphoreus",20,26,"tropical"
"Anablepsoides atratus",22,26,"tropical"
"Anablepsoides bahianus",NA,NA,"tropical"
"Anablepsoides beniensis",28,32,"tropical"
"Anablepsoides bondi",NA,NA,"tropical"
"Anablepsoides cajariensis",NA,NA,"tropical"
"Anablepsoides caurae",NA,NA,"tropical"
"Anablepsoides cearensis",NA,NA,"tropical"
"Anablepsoides christinae",22,26,"tropical"
"Anablepsoides cryptocallus",22,26,"tropical"
"Anablepsoides deltaphilus",22,28,"tropical"
"Anablepsoides derhami",22,26,"tropical"
"Anablepsoides elongatus",22,26,"tropical"
"Anablepsoides erberi",22,26,"tropical"
"Anablepsoides gamae",NA,NA,"tropical"
"Anablepsoides gaucheri",NA,NA,"tropical"
"Anablepsoides hartii",22,26,"tropical"
"Anablepsoides henschelae",NA,NA,"tropical"
"Anablepsoides holmiae",NA,NA,"tropical"
"Anablepsoides igneus",22,28,"tropical"
"Anablepsoides immaculatus",20,24,"tropical"
"Anablepsoides intermittens",NA,NA,"tropical"
"Anablepsoides iridescens",22,26,"tropical"
"Anablepsoides jari",NA,NA,"tropical"
"Anablepsoides jucundus",22,24,"tropical"
"Anablepsoides lanceolatus",NA,NA,"tropical"
"Anablepsoides limoncochae",24,28,"tropical"
"Anablepsoides lineasoppilatae",24,NA,"tropical"
"Anablepsoides lungi",26,30,"tropical"
"Anablepsoides mazaruni",NA,NA,"tropical"
"Anablepsoides micropus",24,28,"tropical"
"Anablepsoides monticola",NA,NA,"tropical"
"Anablepsoides ophiomimus",NA,NA,"tropical"
"Anablepsoides ornatus",24,30,"tropical"
"Anablepsoides ottonii",NA,NA,"tropical"
"Anablepsoides parlettei",25,NA,"tropical"
"Anablepsoides peruanus",22,26,"tropical"
"Anablepsoides roraima",NA,NA,"tropical"
"Anablepsoides rubrolineatus",22,28,"tropical"
"Anablepsoides speciosus",NA,NA,"tropical"
"Anablepsoides stagnatus",NA,NA,"tropical"
"Anablepsoides taeniatus",NA,NA,"tropical"
"Anablepsoides tessellatus",NA,NA,"tropical"
"Anablepsoides tocantinensis",NA,NA,"tropical"
"Anablepsoides urophthalmus",22,26,"tropical"
"Anablepsoides waimacui",24,28,"tropical"
"Anablepsoides xanthonotus",22,25,"tropical"
"Anablepsoides xinguensis",NA,NA,"tropical"
"Aphyolebias boticarioi",NA,NA,"tropical"
"Aphyolebias claudiae",NA,NA,"tropical"
"Aphyolebias manuensis",NA,NA,"tropical"
"Aphyolebias obliquus",NA,NA,"tropical"
"Aphyolebias peruensis",27,30,"tropical"
"Aphyolebias rubrocaudatus",NA,NA,"tropical"
"Aphyolebias schleseri",NA,NA,"tropical"
"Aphyolebias wischmanni",24,26,"tropical"
"Atlantirivulus depressus",NA,NA,"tropical"
"Atlantirivulus haraldsiolii",20,24,"tropical"
"Atlantirivulus janeiroensis",22,26,"tropical"
"Atlantirivulus jurubatibensis",NA,NA,"tropical"
"Atlantirivulus lazzarotoi",NA,NA,"tropical"
"Atlantirivulus luelingi",18,24,"tropical"
"Atlantirivulus nudiventris",NA,NA,"tropical"
"Atlantirivulus riograndensis",NA,NA,"tropical"
"Atlantirivulus santensis",20,26,"tropical"
"Atlantirivulus simplicis",NA,NA,"tropical"
"Atlantirivulus unaensis",NA,NA,"tropical"
"Austrofundulus guajira",NA,NA,"tropical"
"Austrofundulus leohoignei",NA,NA,"tropical"
"Austrofundulus leoni",NA,NA,"tropical"
"Austrofundulus limnaeus",22,26,"tropical"
"Austrofundulus myersi",NA,NA,"tropical"
"Austrofundulus rupununi",NA,NA,"tropical"
"Austrofundulus transilis",24,32,"tropical"
"Austrolebias adloffi",20,24,"tropical"
"Austrolebias affinis",18,24,"tropical"
"Austrolebias alexandri",22,28,"tropical"
"Austrolebias apaii",NA,NA,"tropical"
"Austrolebias arachan",NA,NA,"subtropical"
"Austrolebias bellottii",18,22,"subtropical"
"Austrolebias carvalhoi",NA,NA,"tropical"
"Austrolebias charrua",NA,NA,"tropical"
"Austrolebias cheradophilus",18,25,"tropical"
"Austrolebias cinereus",NA,NA,"subtropical"
"Austrolebias cyaneus",NA,NA,"tropical"
"Austrolebias duraznensis",NA,NA,"tropical"
"Austrolebias elongatus",16,25,"subtropical"
"Austrolebias gymnoventris",NA,NA,"tropical"
"Austrolebias ibicuiensis",NA,NA,"tropical"
"Austrolebias jaegari",NA,NA,"subtropical"
"Austrolebias juanlangi",NA,NA,"tropical"
"Austrolebias litzi",NA,NA,"tropical"
"Austrolebias luteoflammulatus",NA,NA,"subtropical"
"Austrolebias melanoorus",NA,NA,"tropical"
"Austrolebias minuano",NA,NA,"tropical"
"Austrolebias monstrosus",25,30,"tropical"
"Austrolebias nachtigalli",NA,NA,"tropical"
"Austrolebias nigripinnis",18,22,"subtropical"
"Austrolebias nigrofasciatus",NA,NA,"tropical"
"Austrolebias nioni",NA,NA,"subtropical"
"Austrolebias nonoiuliensis",NA,NA,"temperate"
"Austrolebias paranaensis",NA,NA,"tropical"
"Austrolebias patriciae",NA,NA,"tropical"
"Austrolebias paucisquama",NA,NA,"tropical"
"Austrolebias periodicus",NA,NA,"subtropical"
"Austrolebias prognathus",22,26,"subtropical"
"Austrolebias quirogai",NA,NA,"subtropical"
"Austrolebias reicherti",NA,NA,"tropical"
"Austrolebias robustus",NA,NA,"tropical"
"Austrolebias toba",NA,NA,"tropical"
"Austrolebias univentripinnis",NA,NA,"subtropical"
"Austrolebias vandenbergi",25,30,"tropical"
"Austrolebias varzeae",NA,NA,"subtropical"
"Austrolebias vazferreirai",15,25,"high altitude"
"Austrolebias viarius",18,23,"subtropical"
"Austrolebias wolterstorffi",20,25,"subtropical"
"Campellolebias brucei",20,24,"subtropical"
"Campellolebias chrysolineatus",NA,NA,"tropical"
"Campellolebias dorsimaculatus",22,28,"tropical"
"Campellolebias intermedius",NA,NA,"tropical"
"Cynodonichthys birkhahni",NA,NA,"tropical"
"Cynodonichthys boehlkei",NA,NA,"tropical"
"Cynodonichthys brunneus",20,26,"tropical"
"Cynodonichthys chucunaque",22,26,"tropical"
"Cynodonichthys elegans",22,26,"tropical"
"Cynodonichthys frommi",NA,NA,"tropical"
"Cynodonichthys fuscolineatus",20,26,"tropical"
"Cynodonichthys glaucus",23,25,"tropical"
"Cynodonichthys godmani",NA,NA,"tropical"
"Cynodonichthys hendrichsi",NA,NA,"tropical"
"Cynodonichthys hildebrandi",25,29,"tropical"
"Cynodonichthys isthmensis",20,34,"tropical"
"Cynodonichthys kuelpmanni",NA,NA,"tropical"
"Cynodonichthys leucurus",NA,NA,"tropical"
"Cynodonichthys magdalenae",20,26,"tropical"
"Cynodonichthys monikae",NA,NA,"tropical"
"Cynodonichthys montium",NA,NA,"tropical"
"Cynodonichthys myersi",NA,NA,"tropical"
"Cynodonichthys pacificus",NA,NA,"tropical"
"Cynodonichthys rubripunctatus",NA,NA,"tropical"
"Cynodonichthys siegfriedi",22,27,"tropical"
"Cynodonichthys sucubti",NA,NA,"tropical"
"Cynodonichthys tenuis",22,28,"tropical"
"Cynodonichthys uroflammeus",22,27,"tropical"
"Cynodonichthys villwocki",NA,NA,"tropical"
"Cynodonichthys wassmanni",NA,NA,"tropical"
"Cynodonichthys weberi",20,24,"tropical"
"Cynolebias albipunctatus",26,30,"tropical"
"Cynolebias altus",NA,NA,"tropical"
"Cynolebias attenuatus",NA,NA,"tropical"
"Cynolebias gibbus",NA,NA,"tropical"
"Cynolebias gilbertoi",NA,NA,"tropical"
"Cynolebias griseus",22,26,"tropical"
"Cynolebias itapicuruensis",NA,NA,"tropical"
"Cynolebias leptocephalus",15,25,"high altitude"
"Cynolebias microphthalmus",NA,NA,"tropical"
"Cynolebias paraguassuensis",NA,NA,"tropical"
"Cynolebias parnaibensis",NA,NA,"tropical"
"Cynolebias perforatus",22,26,"tropical"
"Cynolebias porosus",22,26,"tropical"
"Cynolebias vazabarrisensis",NA,NA,"tropical"
"Cynopoecilus fulgens",NA,NA,"tropical"
"Cynopoecilus intimus",NA,NA,"tropical"
"Cynopoecilus melanotaenia",18,24,"subtropical"
"Cynopoecilus multipapillatus",NA,NA,"tropical"
"Cynopoecilus nigrovittatus",NA,NA,"tropical"
"Gnatholebias zonatus",18,23,"tropical"
"Hypsolebias adornatus",NA,NA,"tropical"
"Hypsolebias antenori",25,30,"tropical"
"Hypsolebias coamazonicus",NA,NA,"tropical"
"Hypsolebias flagellatus",NA,NA,"tropical"
"Hypsolebias flavicaudatus",22,26,"tropical"
"Hypsolebias ghisolfii",NA,NA,"tropical"
"Hypsolebias gilbertobrasili",NA,NA,"tropical"
"Hypsolebias guanambi",NA,NA,"tropical"
"Hypsolebias harmonicus",NA,NA,"tropical"
"Hypsolebias hellneri",22,26,"tropical"
"Hypsolebias igneus",NA,NA,"tropical"
"Hypsolebias janaubensis",NA,NA,"tropical"
"Hypsolebias longignatus",NA,NA,"tropical"
"Hypsolebias lopesi",NA,NA,"tropical"
"Hypsolebias macaubensis",NA,NA,"tropical"
"Hypsolebias mediopapillatus",NA,NA,"tropical"
"Hypsolebias nitens",NA,NA,"tropical"
"Hypsolebias nudiorbitatus",NA,NA,"tropical"
"Hypsolebias pterophyllus",NA,NA,"tropical"
"Hypsolebias radiseriatus",NA,NA,"tropical"
"Hypsolebias sertanejo",NA,NA,"tropical"
"Hypsolebias tocantinensis",NA,NA,"tropical"
"Kryptolebias brasiliensis",20,24,"tropical"
"Kryptolebias campelloi",NA,NA,"tropical"
"Kryptolebias caudomarginatus",20,24,"tropical"
"Kryptolebias gracilis",NA,NA,"tropical"
"Kryptolebias hermaphroditus",NA,NA,"tropical"
"Kryptolebias marmoratus",18,24,"tropical"
"Kryptolebias ocellatus",18,24,"tropical"
"Kryptolebias sepia",NA,NA,"tropical"
"Laimosemion agilae",22,25,"tropical"
"Laimosemion altivelis",NA,NA,"tropical"
"Laimosemion amanapira",NA,NA,"tropical"
"Laimosemion breviceps",24,28,"tropical"
"Laimosemion cladophorus",22,26,"tropical"
"Laimosemion corpulentus",NA,NA,"tropical"
"Laimosemion dibaphus",24,28,"tropical"
"Laimosemion frenatus",22,26,"tropical"
"Laimosemion geayi",24,28,"tropical"
"Laimosemion gransabanae",22,24.5,"tropical"
"Laimosemion kirovskyi",NA,NA,"tropical"
"Laimosemion lyricauda",20,24,"tropical"
"Laimosemion mahdiaensis",NA,NA,"tropical"
"Laimosemion nicoi",NA,NA,"tropical"
"Laimosemion paryagi",NA,NA,"tropical"
"Laimosemion rectocaudatus",22,25,"tropical"
"Laimosemion romeri",NA,NA,"tropical"
"Laimosemion sape",NA,NA,"tropical"
"Laimosemion staecki",25.4,NA,"tropical"
"Laimosemion strigatus",NA,NA,"tropical"
"Laimosemion tecminae",NA,NA,"tropical"
"Laimosemion torrenticola",NA,NA,"tropical"
"Laimosemion uakti",NA,NA,"tropical"
"Laimosemion uatuman",NA,NA,"tropical"
"Laimosemion xiphidius",22,25,"tropical"
"Leptolebias aureoguttatus",23,26,"tropical"
"Leptolebias citrinipinnis",NA,NA,"tropical"
"Leptolebias itanhaensis",NA,NA,"tropical"
"Leptolebias marmoratus",NA,NA,"tropical"
"Leptolebias opalescens",22,27,"subtropical"
"Leptolebias splendens",NA,NA,"subtropical"
"Llanolebias stellifer",22,27,"tropical"
"Maratecoara formosa",NA,NA,"tropical"
"Maratecoara lacortei",22,26,"tropical"
"Maratecoara splendida",NA,NA,"tropical"
"Melanorivulus apiamici",NA,NA,"tropical"
"Melanorivulus bororo",NA,NA,"tropical"
"Melanorivulus crixas",NA,NA,"tropical"
"Melanorivulus cyanopterus",NA,NA,"tropical"
"Melanorivulus dapazi",NA,NA,"tropical"
"Melanorivulus decoratus",NA,NA,"tropical"
"Melanorivulus egens",NA,NA,"tropical"
"Melanorivulus faucireticulatus",NA,NA,"tropical"
"Melanorivulus giarettai",NA,NA,"tropical"
"Melanorivulus illuminatus",NA,NA,"tropical"
"Melanorivulus jalapensis",NA,NA,"tropical"
"Melanorivulus javahe",NA,NA,"tropical"
"Melanorivulus karaja",NA,NA,"tropical"
"Melanorivulus kayabi",NA,NA,"tropical"
"Melanorivulus kayapo",NA,NA,"tropical"
"Melanorivulus kunzei",NA,NA,"tropical"
"Melanorivulus leali",NA,NA,"tropical"
"Melanorivulus litteratus",NA,NA,"tropical"
"Melanorivulus megaroni",NA,NA,"tropical"
"Melanorivulus modestus",25,28,"tropical"
"Melanorivulus paracatuensis",NA,NA,"tropical"
"Melanorivulus paresi",NA,NA,"tropical"
"Melanorivulus parnaibensis",NA,NA,"tropical"
"Melanorivulus pictus",22,26,"tropical"
"Melanorivulus pindorama",NA,NA,"tropical"
"Melanorivulus pinima",NA,NA,"tropical"
"Melanorivulus planaltinus",NA,NA,"tropical"
"Melanorivulus punctatus",22,26,"tropical"
"Melanorivulus rossoi",NA,NA,"tropical"
"Melanorivulus rubromarginatus",NA,NA,"tropical"
"Melanorivulus rubroreticulatus",NA,NA,"tropical"
"Melanorivulus rutilicaudus",NA,NA,"tropical"
"Melanorivulus salmonicaudus",NA,NA,"tropical"
"Melanorivulus scalaris",NA,NA,"tropical"
"Melanorivulus schuncki",NA,NA,"tropical"
"Melanorivulus ubirajarai",NA,NA,"tropical"
"Melanorivulus violaceus",24,28,"tropical"
"Melanorivulus vittatus",NA,NA,"tropical"
"Melanorivulus zygonectes",NA,NA,"tropical"
"Micromoema xiphophora",24,28,"tropical"
"Millerichthys robustus",NA,NA,"tropical"
"Moema apurinan",NA,NA,"tropical"
"Moema hellneri",NA,NA,"tropical"
"Moema heterostigma",NA,NA,"tropical"
"Moema nudifrontata",NA,NA,"tropical"
"Moema pepotei",NA,NA,"tropical"
"Moema piriana",24,32,"tropical"
"Moema portugali",NA,NA,"tropical"
"Moema quiii",NA,NA,"tropical"
"Moema staecki",24,28,"tropical"
"Mucurilebias leitaoi",22,26,"tropical"
"Nematolebias papilliferus",NA,NA,"tropical"
"Nematolebias whitei",20,23,"tropical"
"Neofundulus acutirostratus",NA,NA,"tropical"
"Neofundulus guaporensis",NA,NA,"tropical"
"Neofundulus ornatipinnis",24,30,"tropical"
"Neofundulus paraguayensis",22,26,"tropical"
"Neofundulus parvipinnis",22,26,"tropical"
"Notholebias cruzi",NA,NA,"tropical"
"Notholebias fractifasciatus",NA,NA,"tropical"
"Notholebias minimus",20,22,"subtropical"
"Ophthalmolebias ilheusensis",NA,NA,"tropical"
"Papiliolebias bitteri",22,26,"tropical"
"Papiliolebias hatinne",NA,NA,"tropical"
"Pituna brevirostrata",NA,NA,"tropical"
"Pituna compacta",24,30,"tropical"
"Pituna obliquoseriata",NA,NA,"tropical"
"Pituna poranga",NA,NA,"tropical"
"Pituna schindleri",NA,NA,"tropical"
"Pituna xinguensis",NA,NA,"tropical"
"Plesiolebias altamira",NA,NA,"tropical"
"Plesiolebias aruana",24,26,"tropical"
"Plesiolebias canabravensis",NA,NA,"tropical"
"Plesiolebias filamentosus",NA,NA,"tropical"
"Plesiolebias fragilis",NA,NA,"tropical"
"Plesiolebias glaucopterus",22,26,"tropical"
"Plesiolebias lacerdai",NA,NA,"tropical"
"Plesiolebias xavantei",NA,NA,"tropical"
"Prorivulus auriferus",NA,NA,"tropical"
"Pterolebias hoignei",24,30,"tropical"
"Pterolebias longipinnis",17,22,"subtropical"
"Pterolebias phasianus",22,28,"tropical"
"Rachovia brevis",22,26,"tropical"
"Rachovia hummelincki",22,26,"tropical"
"Rachovia maculipinnis",22,27,"tropical"
"Rachovia pyropunctata",22,26,"tropical"
"Renova oscari",NA,NA,"tropical"
"Rivulus cylindraceus",22,24,"tropical"
"Rivulus formosensis",NA,NA,"tropical"
"Rivulus insulaepinorum",NA,NA,"tropical"
"Rivulus roloffi",20,26,"tropical"
"Rivulus tomasi",NA,NA,"tropical"
"Simpsonichthys alternatus",NA,NA,"tropical"
"Simpsonichthys auratus",NA,NA,"tropical"
"Simpsonichthys boitonei",20,24,"tropical"
"Simpsonichthys bokermanni",22,28,"tropical"
"Simpsonichthys brunoi",NA,NA,"tropical"
"Simpsonichthys carlettoi",NA,NA,"tropical"
"Simpsonichthys chacoensis",22,28,"tropical"
"Simpsonichthys cholopteryx",NA,NA,"tropical"
"Simpsonichthys constanciae",22,25,"subtropical"
"Simpsonichthys costai",24,30,"tropical"
"Simpsonichthys delucai",NA,NA,"tropical"
"Simpsonichthys fasciatus",NA,NA,"tropical"
"Simpsonichthys filamentosus",NA,NA,"tropical"
"Simpsonichthys flammeus",22,26,"tropical"
"Simpsonichthys fulminantis",NA,NA,"tropical"
"Simpsonichthys gibberatus",NA,NA,"tropical"
"Simpsonichthys inaequipinnatus",NA,NA,"tropical"
"Simpsonichthys izecksohni",NA,NA,"tropical"
"Simpsonichthys magnificus",22,26,"tropical"
"Simpsonichthys margaritatus",NA,NA,"tropical"
"Simpsonichthys marginatus",NA,NA,"tropical"
"Simpsonichthys multiradiatus",NA,NA,"tropical"
"Simpsonichthys myersi",23,28,"tropical"
"Simpsonichthys nielseni",NA,NA,"tropical"
"Simpsonichthys nigromaculatus",NA,NA,"tropical"
"Simpsonichthys notatus",22,26,"tropical"
"Simpsonichthys ocellatus",NA,NA,"tropical"
"Simpsonichthys parallelus",NA,NA,"tropical"
"Simpsonichthys perpendicularis",NA,NA,"tropical"
"Simpsonichthys picturatus",NA,NA,"tropical"
"Simpsonichthys punctulatus",NA,NA,"tropical"
"Simpsonichthys radiosus",NA,NA,"tropical"
"Simpsonichthys reticulatus",NA,NA,"tropical"
"Simpsonichthys rosaceus",NA,NA,"tropical"
"Simpsonichthys rufus",NA,NA,"tropical"
"Simpsonichthys santanae",NA,NA,"tropical"
"Simpsonichthys semiocellatus",NA,NA,"tropical"
"Simpsonichthys similis",NA,NA,"tropical"
"Simpsonichthys stellatus",22,26,"tropical"
"Simpsonichthys suzarti",NA,NA,"tropical"
"Simpsonichthys trilineatus",NA,NA,"tropical"
"Simpsonichthys virgulatus",NA,NA,"tropical"
"Simpsonichthys zonatus",20,24,"tropical"
"Spectrolebias brousseaui",NA,NA,"tropical"
"Stenolebias bellus",NA,NA,"tropical"
"Stenolebias damascenoi",NA,NA,"tropical"
"Terranatos dolichopterus",20,25,"tropical"
"Trigonectes aplocheiloides",NA,NA,"tropical"
"Trigonectes balzanii",22,28,"tropical"
"Trigonectes macrophthalmus",NA,NA,"tropical"
"Trigonectes rogoaguae",NA,NA,"tropical"
"Trigonectes rubromarginatus",23,27,"tropical"
"Trigonectes strigabundus",NA,NA,"tropical"
"Rondeletia bicolor",NA,NA,"deep-water"
"Rondeletia loricata",NA,NA,"deep-water"
"Saccopharynx ampullaceus",NA,NA,"deep-water"
"Saccopharynx berteli",NA,NA,"deep-water"
"Saccopharynx harrisoni",NA,NA,"deep-water"
"Saccopharynx hjorti",NA,NA,"deep-water"
"Saccopharynx lavenbergi",NA,NA,"deep-water"
"Saccopharynx paucovertebratis",NA,NA,"deep-water"
"Saccopharynx ramosus",NA,NA,"deep-water"
"Saccopharynx schmidti",NA,NA,"deep-water"
"Saccopharynx thalassa",NA,NA,"deep-water"
"Saccopharynx trilobatus",NA,NA,"deep-water"
"Hemisalanx brachyrostralis",NA,NA,"subtropical"
"Leucosoma reevesii",NA,NA,"tropical"
"Neosalangichthys ishikawae",NA,NA,"temperate"
"Neosalanx anderssoni",NA,NA,"temperate"
"Neosalanx argentea",NA,NA,"temperate"
"Neosalanx brevirostris",NA,NA,"temperate"
"Neosalanx hubbsi",NA,NA,"subtropical"
"Neosalanx jordani",NA,NA,"temperate"
