"sciname","StockCode","AgeMatMin","AgeMatMin2","tm"
"Salmo salar",250,NA,NA,5.2
"Salmo salar",250,NA,NA,4.8
"Salmo salar",250,NA,NA,3.9
"Salmo salar",56805,NA,NA,NA
"Salmo salar",56805,3,5,NA
"Salmo salar",56805,5,7,NA
"Salmo trutta",252,NA,NA,NA
"Salmo trutta",252,4,NA,NA
"Salmo trutta",252,3,NA,NA
"Salmo trutta",252,2,3,NA
"Salmo trutta",252,1,NA,2
"Salmo trutta",252,4,5,5
"Salmo trutta",252,3,4,4
"Salmo trutta",252,3,4,NA
"Salmo trutta",252,1,4,3
"Salmo trutta",252,4,6,NA
"Salmo trutta",252,3,5,NA
"Salmo trutta",252,NA,NA,3.5
"Salmo trutta",252,NA,NA,4.4
"Salmo trutta",252,NA,NA,4
"Salmo trutta",252,NA,NA,2.5
"Salmo trutta",252,NA,NA,3.5
"Salmo trutta",252,NA,NA,4.2
"Salmo trutta",252,NA,NA,3.8
"Salmo trutta",252,NA,NA,3.1
"Salmo trutta",252,NA,NA,3.2
"Salmo trutta",252,NA,NA,3.2
"Salmo trutta",252,NA,NA,1.8
"Salmo trutta",252,NA,NA,3.6
"Salmo trutta",252,3.3,NA,NA
"Salmo trutta",252,NA,NA,2.6
"Salmo trutta",252,2,5,NA
"Salmo trutta",252,NA,NA,0.8
"Salmo trutta",252,NA,NA,1.12
"Salmo trutta",252,NA,NA,0.71
"Salmo trutta",252,NA,NA,2
"Salmo trutta",252,NA,NA,2
"Salmo trutta",252,NA,NA,1
"Salmo trutta",252,NA,NA,2
"Salmo trutta",252,NA,NA,2
"Salmo trutta",252,NA,NA,2
"Salmo trutta",252,NA,NA,2
"Salmo trutta",252,NA,NA,2
"Salmo trutta",252,NA,NA,2
"Salmo trutta",252,NA,NA,1
"Salmo trutta",252,NA,NA,2
"Salmo trutta",252,NA,NA,2
"Salmo trutta",252,NA,NA,1
"Salmo trutta",252,NA,NA,1
"Salmo trutta",252,1,2,NA
"Salmo trutta",252,3,5,NA
"Salmo trutta",252,2,4,NA
"Salmo trutta",2278,NA,NA,2.5
"Salmo trutta",2278,3,5,NA
"Salmo trutta",2278,2,4,NA
"Salmo trutta",2278,1,3,NA
"Salmo trutta",2278,3,4,NA
"Salmo trutta",2278,1,3,NA
"Salmo trutta",2278,2,3,2.5
"Salmo trutta",56831,2,6,NA
"Salvelinus alpinus alpinus",261,NA,NA,NA
"Salvelinus alpinus alpinus",261,5,10,NA
"Salvelinus alpinus alpinus",261,4,5,NA
"Salvelinus alpinus alpinus",261,NA,NA,10
"Salvelinus alpinus alpinus",261,NA,NA,6.9
"Salvelinus alpinus alpinus",261,4,6,NA
"Salvelinus alpinus alpinus",261,4,10,NA
"Salvelinus alpinus alpinus",261,3,4,NA
"Salvelinus confluentus",2886,NA,NA,NA
"Salvelinus fontinalis",260,2,3,NA
"Salvelinus fontinalis",260,1,2,NA
"Salvelinus fontinalis",260,1,2,NA
"Salvelinus fontinalis",260,3,4,NA
"Salvelinus lepechini",55435,4,6,NA
"Salvelinus leucomaenis imbrius",18882,3,NA,NA
"Salvelinus malma",2887,5,NA,NA
"Salvelinus malma",2887,3,NA,NA
"Salvelinus malma",2887,NA,NA,4
"Salvelinus malma",2887,NA,NA,NA
"Salvelinus murta",41336,3,6,NA
"Salvelinus namaycush",262,NA,NA,NA
"Salvelinus namaycush",262,6,7,NA
"Salvelinus namaycush",262,5,13,NA
"Salvelinus namaycush",262,12,15,NA
"Salvelinus namaycush",262,12,14,NA
"Salvelinus namaycush",262,10,15,NA
"Salvelinus namaycush",262,5,20,NA
"Salvelinus namaycush",262,NA,NA,8
"Salvelinus namaycush",262,NA,NA,12
"Salvelinus namaycush",262,NA,NA,8
"Salvelinus namaycush",262,NA,NA,9
"Salvelinus namaycush",262,NA,NA,10
"Salvelinus namaycush",262,NA,NA,6
"Salvelinus namaycush",262,NA,NA,5
"Salvelinus namaycush",262,NA,NA,7
"Salvelinus namaycush",262,NA,NA,11
"Salvelinus namaycush",262,NA,NA,8
"Salvelinus namaycush",262,NA,NA,14
"Salvelinus namaycush",262,6,7,NA
"Salvelinus thingvallensis",41347,2,4,NA
"Salvelinus umbla",41349,2,3,NA
"Stenodus leucichthys",2888,10,12,NA
"Stenodus leucichthys",2888,9,11,NA
"Stenodus leucichthys",2888,6.5,11.5,NA
"Stenodus leucichthys",2888,8,16,NA
"Stenodus leucichthys",2888,5,8,NA
"Stenodus nelma",57203,5,NA,NA
"Stenodus nelma",57203,4,NA,NA
"Stenodus nelma",57203,8,16,NA
"Thymallus arcticus",2889,2,6,NA
"Thymallus arcticus",2889,4,6,NA
"Thymallus arcticus",2889,3,4,NA
"Thymallus brevirostris",4831,5,6,NA
"Thymallus grubii",39217,4,NA,NA
"Thymallus thymallus",4792,2,3,NA
"Thymallus thymallus",4792,5,6,NA
"Thymallus thymallus",4792,3,NA,NA
"Thymallus thymallus",4792,3,4,NA
"Thymallus thymallus",4792,2,3,NA
"Thymallus thymallus",4792,2,3,NA
"Calotomus spinidens",4552,NA,NA,NA
"Cetoscarus bicolor",5828,NA,NA,5
"Chlorurus sordidus",5846,NA,NA,NA
"Scarus coeruleus",1169,NA,NA,NA
"Scarus frenatus",5836,NA,NA,NA
"Scarus ghobban",5838,NA,NA,NA
"Scarus ghobban",5838,NA,NA,2
"Scarus iseri",1170,NA,NA,NA
"Scarus psittacus",5843,NA,NA,NA
"Scarus rubroviolaceus",5845,NA,NA,4
"Scarus taeniopterus",1172,NA,NA,NA
"Sparisoma aurofrenatum",1174,NA,NA,NA
"Sparisoma cretense",13347,NA,NA,NA
"Sparisoma rubripinne",1176,NA,NA,NA
"Sparisoma viride",1177,NA,NA,NA
"Sparisoma viride",1177,NA,NA,NA
"Sparisoma viride",1177,NA,NA,NA
"Scatophagus argus",4919,NA,NA,NA
"Scatophagus argus",4919,NA,NA,NA
"Scatophagus argus",4919,NA,NA,NA
"Scatophagus argus",4919,NA,NA,NA
"Eutropiichthys vacha",13603,NA,NA,NA
"Eutropiichthys vacha",13603,NA,NA,NA
"Eutropiichthys vacha",13603,NA,NA,NA
"Eutropiichthys vacha",13603,NA,NA,NA
"Parailia pellucida",9694,NA,NA,NA
"Parailia pellucida",9694,NA,NA,NA
"Proeutropiichthys taakree",13604,NA,NA,NA
"Schilbe intermedius",13244,NA,NA,NA
"Schilbe intermedius",13244,NA,NA,NA
"Schilbe intermedius",13244,NA,NA,NA
"Schilbe mandibularis",2640,NA,NA,NA
"Schilbe mystus",2641,NA,NA,NA
"Schilbe mystus",2641,NA,NA,NA
"Schilbe mystus",2641,NA,NA,NA
"Schilbe mystus",2641,NA,NA,NA
"Schilbe mystus",2641,NA,NA,NA
"Schilbe mystus",2641,NA,NA,NA
"Schilbe mystus",2641,NA,NA,NA
"Schilbe mystus",2641,NA,NA,NA
"Schilbe uranoscopus",9697,NA,NA,NA
"Schilbe uranoscopus",9697,NA,NA,NA
"Schilbe uranoscopus",9697,NA,NA,NA
"Schindleria brevipinguis",51639,NA,NA,NA
"Schindleria brevipinguis",51639,NA,NA,NA
"Argyrosomus inodorus",15510,NA,NA,NA
"Argyrosomus inodorus",15510,NA,NA,NA
"Argyrosomus inodorus",15510,NA,NA,1.3
"Argyrosomus inodorus",15510,NA,NA,2.4
"Argyrosomus inodorus",15510,NA,NA,1
"Argyrosomus inodorus",15510,NA,NA,1.5
"Argyrosomus inodorus",15510,NA,NA,1.5
"Argyrosomus inodorus",15510,NA,NA,1.6
"Argyrosomus japonicus",12305,NA,NA,NA
"Argyrosomus japonicus",12305,NA,NA,NA
"Argyrosomus japonicus",12305,6,NA,NA
"Argyrosomus japonicus",12305,NA,NA,NA
"Argyrosomus japonicus",12305,NA,NA,NA
"Argyrosomus japonicus",12305,NA,NA,NA
"Argyrosomus japonicus",12305,NA,NA,NA
"Argyrosomus japonicus",12305,NA,NA,NA
"Argyrosomus regius",432,NA,NA,NA
"Argyrosomus thorpei",8227,NA,NA,NA
"Atractoscion aequidens",434,NA,NA,NA
"Atractoscion aequidens",434,NA,6,5
"Atractoscion nobilis",3774,NA,NA,4
"Atrobucca nibe",957,NA,NA,NA
"Bahaba taipingensis",12371,NA,NA,NA
"Bairdiella chrysoura",1181,NA,NA,0.6
"Bairdiella chrysoura",1181,NA,1,NA
"Bairdiella ronchus",1182,NA,NA,NA
"Bairdiella ronchus",1182,NA,NA,NA
"Cheilotrema saturnum",3776,NA,NA,NA
"Collichthys lucidus",18782,NA,NA,NA
"Ctenosciaena peruviana",14020,NA,NA,NA
"Cynoscion acoupa",1185,NA,NA,NA
"Cynoscion albus",13964,5,9,6
"Cynoscion analis",417,NA,NA,NA
"Cynoscion analis",417,NA,NA,NA
"Cynoscion guatucupa",43947,NA,NA,NA
"Cynoscion guatucupa",43947,NA,NA,NA
"Cynoscion guatucupa",43947,NA,NA,NA
"Cynoscion guatucupa",43947,NA,NA,NA
"Cynoscion jamaicensis",1187,NA,NA,NA
"Cynoscion jamaicensis",1187,NA,NA,NA
"Cynoscion jamaicensis",1187,NA,NA,NA
"Cynoscion nannus",13966,NA,NA,NA
"Cynoscion nebulosus",419,NA,NA,NA
"Cynoscion nebulosus",419,NA,NA,NA
"Cynoscion nebulosus",419,1,NA,NA
"Cynoscion nebulosus",419,NA,NA,NA
"Cynoscion nothus",1191,NA,NA,NA
"Cynoscion nothus",1191,NA,NA,NA
"Cynoscion regalis",420,0,1,NA
"Cynoscion regalis",420,0,1,NA
"Cynoscion regalis",420,0,1,NA
"Cynoscion regalis",420,0,1,NA
"Cynoscion striatus",421,3,NA,NA
"Genyonemus lineatus",436,NA,NA,NA
"Genyonemus lineatus",436,NA,NA,1
"Isopisthus parvipinnis",1195,NA,NA,NA
"Johnius belangerii",5809,NA,NA,NA
"Johnius borneensis",14599,NA,NA,NA
"Johnius carutta",4835,NA,NA,1.4
"Johnius carutta",4835,NA,NA,NA
"Johnius dorsalis",38644,NA,NA,NA
"Johnius dorsalis",38644,NA,NA,NA
"Johnius dorsalis",38644,NA,NA,NA
"Johnius dorsalis",38644,NA,NA,NA
"Johnius dussumieri",6851,NA,NA,NA
"Larimichthys crocea",442,NA,NA,NA
"Larimichthys polyactis",430,NA,NA,NA
"Larimichthys polyactis",430,NA,NA,NA
"Larimichthys polyactis",430,NA,NA,NA
"Macrodon ancylodon",431,NA,NA,NA
"Macrodon ancylodon",431,2.7,NA,NA
"Macrodon ancylodon",431,NA,NA,NA
"Macrodon ancylodon",431,NA,NA,NA
"Macrodon ancylodon",431,NA,NA,NA
"Macrodon ancylodon",431,NA,NA,NA
"Macrodon ancylodon",431,NA,NA,NA
"Macrodon ancylodon",431,NA,NA,NA
"Menticirrhus americanus",423,NA,NA,2
"Menticirrhus americanus",423,NA,NA,1
"Menticirrhus americanus",423,NA,NA,NA
"Menticirrhus americanus",423,NA,NA,NA
"Menticirrhus littoralis",425,NA,NA,NA
"Menticirrhus undulatus",3783,NA,NA,2.5
"Micropogonias furnieri",7924,NA,NA,NA
"Micropogonias furnieri",7924,NA,NA,NA
"Micropogonias furnieri",7924,NA,NA,NA
"Micropogonias furnieri",7924,3,4,NA
"Micropogonias furnieri",7924,NA,NA,NA
"Micropogonias furnieri",7924,NA,NA,NA
"Micropogonias furnieri",7924,2,NA,NA
"Micropogonias furnieri",7924,NA,NA,NA
"Micropogonias undulatus",422,NA,NA,NA
"Micropogonias undulatus",422,NA,2,1
"Micropogonias undulatus",422,NA,2,1
"Micropogonias undulatus",422,NA,2,1
"Nibea maculata",11327,NA,NA,NA
"Nibea maculata",11327,NA,NA,NA
"Otolithes ruber",5053,0.7,0.8,NA
"Otolithes ruber",5053,NA,NA,NA
"Paralonchurus peruanus",438,NA,NA,NA
"Paralonchurus peruanus",438,NA,NA,NA
"Paralonchurus peruanus",438,NA,NA,NA
"Paralonchurus peruanus",438,NA,NA,NA
"Pennahia anea",13748,NA,NA,NA
"Pennahia argentata",448,NA,NA,NA
"Pennahia argentata",448,NA,NA,1
"Plagioscion squamosissimus",4505,NA,NA,NA
"Plagioscion squamosissimus",4505,NA,NA,NA
"Plagioscion squamosissimus",4505,NA,NA,NA
"Plagioscion squamosissimus",4505,NA,NA,1.5
"Plagioscion squamosissimus",4505,NA,NA,1
"Plagioscion squamosissimus",4505,NA,NA,NA
"Plagioscion squamosissimus",4505,NA,NA,NA
"Pogonias cromis",439,5,NA,NA
"Pogonias cromis",439,3,NA,NA
"Protonibea diacanthus",4756,NA,NA,NA
"Pseudotolithus elongatus",447,NA,NA,NA
"Pseudotolithus elongatus",447,NA,NA,NA
"Pseudotolithus elongatus",447,NA,NA,NA
"Pseudotolithus senegalensis",446,NA,NA,NA
"Pseudotolithus senegalensis",446,NA,NA,NA
"Pseudotolithus senegallus",5243,NA,NA,NA
"Pseudotolithus senegallus",5243,NA,NA,NA
"Pseudotolithus typus",4735,NA,NA,NA
"Roncador stearnsii",3784,NA,NA,2.5
"Sciaena deliciosa",44546,NA,NA,NA
"Sciaena deliciosa",44546,NA,NA,NA
"Sciaena umbra",1903,NA,NA,3
"Sciaena umbra",1903,NA,NA,3
"Sciaenops ocellatus",1207,4,NA,NA
"Sciaenops ocellatus",1207,3,6,NA
"Sciaenops ocellatus",1207,3,6,NA
"Sciaenops ocellatus",1207,4,5,NA
"Sciaenops ocellatus",1207,NA,3,NA
"Sciaenops ocellatus",1207,NA,3,NA
"Sciaenops ocellatus",1207,NA,NA,NA
"Seriphus politus",3785,1,2,NA
"Seriphus politus",3785,NA,NA,2
"Totoaba macdonaldi",6630,NA,NA,7
"Totoaba macdonaldi",6630,NA,NA,6
"Cololabis saira",317,NA,NA,NA
"Cololabis saira",317,NA,NA,NA
"Cololabis saira",317,2.5,3.5,NA
"Cololabis saira",317,NA,NA,1
"Scomberesox scombroides",9347,NA,NA,NA
"Scomberesox scombroides",9347,3,NA,NA
"Acanthocybium solandri",104,NA,NA,NA
"Acanthocybium solandri",104,1,NA,NA
"Acanthocybium solandri",104,NA,NA,2
"Acanthocybium solandri",104,NA,NA,NA
"Acanthocybium solandri",104,1,NA,NA
"Acanthocybium solandri",104,1,NA,NA
"Auxis rochei",107,NA,NA,NA
"Auxis rochei",107,NA,NA,NA
"Auxis rochei",107,2,NA,NA
"Auxis thazard",108,NA,NA,NA
"Auxis thazard",108,NA,NA,NA
"Auxis thazard",108,NA,NA,NA
"Euthynnus affinis",110,3,NA,NA
"Euthynnus affinis",110,NA,NA,NA
"Euthynnus alletteratus",111,NA,NA,NA
"Euthynnus alletteratus",111,NA,NA,NA
"Euthynnus alletteratus",111,NA,NA,NA
"Euthynnus alletteratus",111,NA,NA,NA
"Euthynnus alletteratus",111,NA,NA,NA
"Euthynnus alletteratus",111,NA,NA,NA
"Euthynnus alletteratus",111,NA,NA,NA
"Euthynnus alletteratus",111,NA,NA,2
"Euthynnus alletteratus",111,NA,NA,2
"Euthynnus alletteratus",111,NA,NA,NA
"Euthynnus alletteratus",111,NA,NA,NA
"Euthynnus alletteratus",111,NA,NA,NA
"Euthynnus alletteratus",111,NA,NA,NA
"Grammatorcynus bilineatus",118,NA,NA,NA
"Katsuwonus pelamis",121,NA,NA,NA
"Katsuwonus pelamis",121,NA,NA,NA
"Katsuwonus pelamis",121,NA,NA,NA
"Katsuwonus pelamis",121,NA,NA,NA
"Katsuwonus pelamis",121,NA,NA,NA
"Katsuwonus pelamis",121,1,2,NA
"Katsuwonus pelamis",121,NA,NA,3
"Katsuwonus pelamis",121,NA,NA,NA
"Orcynopsis unicolor",122,NA,NA,NA
"Rastrelliger brachysoma",123,NA,NA,NA
"Rastrelliger kanagurta",125,NA,NA,NA
"Rastrelliger kanagurta",125,NA,NA,NA
"Rastrelliger kanagurta",125,NA,NA,NA
"Rastrelliger kanagurta",125,NA,NA,1
"Rastrelliger kanagurta",125,NA,NA,0.558
"Rastrelliger kanagurta",125,NA,NA,0.542
"Rastrelliger kanagurta",125,NA,NA,NA
"Rastrelliger kanagurta",125,NA,NA,NA
"Sarda chiliensis",127,2,NA,NA
"Sarda chiliensis",127,NA,NA,NA
"Sarda chiliensis",127,NA,NA,NA
"Sarda chiliensis",127,NA,NA,NA
"Sarda sarda",129,NA,NA,NA
"Sarda sarda",129,NA,NA,NA
"Sarda sarda",129,NA,NA,1
"Sarda sarda",129,NA,NA,1
"Sarda sarda",129,NA,NA,1
"Sarda sarda",129,NA,NA,1
"Scomber japonicus",131,NA,NA,2
"Scomber japonicus",131,2,3,NA
"Scomber japonicus",131,NA,NA,NA
"Scomber japonicus",131,NA,NA,NA
"Scomber japonicus",131,NA,NA,NA
"Scomber japonicus",131,NA,NA,NA
"Scomber japonicus",131,NA,NA,NA
"Scomber japonicus",131,NA,NA,NA
"Scomber japonicus",131,NA,NA,NA
"Scomber scombrus",132,2,3,NA
"Scomber scombrus",132,2,3,NA
"Scomber scombrus",132,NA,NA,NA
"Scomber scombrus",132,NA,NA,3.5
"Scomber scombrus",132,NA,NA,NA
"Scomber scombrus",132,NA,NA,NA
"Scomber scombrus",132,NA,NA,NA
"Scomber scombrus",132,NA,NA,NA
"Scomber scombrus",132,NA,NA,1.8
"Scomber scombrus",132,NA,NA,1.8
"Scomber scombrus",132,NA,NA,1.8
"Scomber scombrus",132,NA,3,NA
"Scomber scombrus",132,2,NA,NA
"Scomber scombrus",132,1,NA,NA
"Scomber scombrus",132,NA,NA,NA
"Scomber scombrus",56777,NA,NA,2
"Scomberomorus brasiliensis",133,3,4,NA
"Scomberomorus brasiliensis",133,NA,NA,NA
"Scomberomorus brasiliensis",133,NA,NA,NA
"Scomberomorus cavalla",134,NA,NA,NA
"Scomberomorus cavalla",134,NA,NA,NA
"Scomberomorus cavalla",134,NA,NA,NA
"Scomberomorus cavalla",134,2,NA,NA
"Scomberomorus cavalla",134,2,NA,NA
"Scomberomorus cavalla",134,NA,NA,NA
"Scomberomorus cavalla",134,NA,NA,NA
"Scomberomorus cavalla",134,NA,NA,NA
"Scomberomorus cavalla",134,NA,NA,NA
"Scomberomorus cavalla",134,NA,NA,NA
"Scomberomorus cavalla",134,NA,NA,NA
"Scomberomorus commerson",135,NA,NA,NA
"Scomberomorus commerson",135,2,NA,NA
"Scomberomorus commerson",135,2,NA,NA
"Scomberomorus commerson",135,NA,NA,NA
"Scomberomorus commerson",135,2,3,NA
"Scomberomorus commerson",135,NA,NA,NA
"Scomberomorus commerson",135,NA,NA,NA
"Scomberomorus commerson",135,NA,NA,NA
"Scomberomorus commerson",135,2,NA,NA
"Scomberomorus commerson",135,1,NA,NA
"Scomberomorus guttatus",137,NA,NA,NA
"Scomberomorus guttatus",137,NA,NA,NA
"Scomberomorus guttatus",137,NA,NA,NA
"Scomberomorus koreanus",138,NA,NA,NA
"Scomberomorus lineolatus",139,2,NA,NA
"Scomberomorus maculatus",140,NA,NA,NA
"Scomberomorus maculatus",140,NA,NA,NA
"Scomberomorus maculatus",140,NA,NA,NA
"Scomberomorus maculatus",140,NA,NA,NA
"Scomberomorus maculatus",140,NA,NA,NA
"Scomberomorus maculatus",140,NA,NA,NA
"Scomberomorus maculatus",140,NA,NA,NA
"Scomberomorus maculatus",140,NA,NA,NA
"Scomberomorus maculatus",140,NA,NA,NA
"Scomberomorus maculatus",140,NA,NA,NA
"Scomberomorus maculatus",140,NA,NA,3
"Scomberomorus maculatus",140,NA,NA,NA
"Scomberomorus maculatus",140,NA,NA,2
"Scomberomorus munroi",143,NA,NA,NA
"Scomberomorus munroi",143,1,2,NA
"Scomberomorus munroi",143,1,2,NA
"Scomberomorus plurilineatus",146,NA,NA,NA
"Scomberomorus plurilineatus",146,NA,NA,2
"Scomberomorus queenslandicus",147,1,2,NA
"Scomberomorus queenslandicus",147,1,2,NA
"Scomberomorus regalis",148,NA,NA,NA
"Scomberomorus regalis",148,NA,NA,NA
"Scomberomorus regalis",148,NA,NA,NA
"Scomberomorus regalis",148,NA,NA,NA
"Scomberomorus regalis",148,NA,NA,NA
"Scomberomorus regalis",148,NA,NA,NA
"Scomberomorus regalis",148,NA,NA,NA
"Scomberomorus semifasciatus",149,1,2,NA
"Scomberomorus semifasciatus",149,1,2,NA
"Scomberomorus sierra",150,NA,NA,NA
"Scomberomorus tritor",155,NA,NA,NA
"Scomberomorus tritor",155,NA,NA,NA
"Scomberomorus tritor",155,NA,NA,NA
"Scomberomorus tritor",155,NA,NA,NA
"Scomberomorus tritor",155,NA,NA,NA
"Scomberomorus tritor",155,NA,NA,NA
"Scomberomorus tritor",155,NA,NA,NA
"Scomberomorus tritor",155,NA,NA,NA
"Thunnus alalunga",156,NA,NA,NA
"Thunnus alalunga",156,NA,NA,NA
"Thunnus alalunga",156,5,NA,NA
"Thunnus alalunga",156,NA,NA,NA
"Thunnus alalunga",156,5,NA,5.5
"Thunnus alalunga",156,NA,NA,NA
"Thunnus alalunga",156,NA,NA,NA
"Thunnus alalunga",156,NA,NA,NA
"Thunnus alalunga",156,NA,NA,NA
"Thunnus alalunga",156,NA,NA,NA
"Thunnus alalunga",156,4,5,NA
"Thunnus alalunga",156,NA,NA,NA
"Thunnus alalunga",156,NA,NA,5
"Thunnus albacares",157,1,NA,NA
"Thunnus albacares",157,2,NA,NA
"Thunnus albacares",157,3.5,NA,NA
"Thunnus albacares",157,5,NA,NA
"Thunnus albacares",157,NA,NA,NA
"Thunnus albacares",157,NA,NA,NA
"Thunnus albacares",157,NA,NA,NA
"Thunnus atlanticus",158,NA,NA,3
"Thunnus atlanticus",158,NA,NA,NA
"Thunnus atlanticus",158,NA,NA,NA
"Thunnus atlanticus",158,NA,NA,NA
"Thunnus atlanticus",158,NA,NA,NA
"Thunnus atlanticus",158,NA,NA,NA
"Thunnus maccoyii",159,NA,NA,NA
"Thunnus maccoyii",159,8,9,NA
"Thunnus maccoyii",159,NA,NA,12
"Thunnus obesus",160,NA,NA,NA
"Thunnus obesus",160,NA,NA,NA
"Thunnus obesus",160,NA,NA,NA
"Thunnus obesus",160,3,NA,NA
"Thunnus obesus",160,NA,NA,NA
"Thunnus obesus",160,3,NA,NA
"Thunnus orientalis",14134,3,5,4
"Thunnus thynnus",161,4,5,NA
"Thunnus thynnus",161,NA,NA,3
"Thunnus thynnus",161,NA,NA,NA
"Thunnus thynnus",161,NA,NA,NA
"Thunnus thynnus",161,4,5,NA
"Thunnus thynnus",161,8,NA,NA
"Lepidorhombus boscii",37,NA,NA,NA
"Lepidorhombus boscii",56779,1,4,1
"Lepidorhombus whiffiagonis",38,NA,NA,3
"Lepidorhombus whiffiagonis",38,NA,NA,4
"Lepidorhombus whiffiagonis",38,NA,NA,NA
"Lepidorhombus whiffiagonis",38,NA,NA,NA
"Lepidorhombus whiffiagonis",56781,1,2,1.5
"Scophthalmus aquosus",546,NA,NA,NA
"Scophthalmus aquosus",546,NA,NA,NA
"Scophthalmus aquosus",546,NA,NA,NA
"Scophthalmus aquosus",546,NA,NA,NA
"Scophthalmus maximus",1366,NA,NA,NA
"Scophthalmus maximus",1366,NA,NA,NA
"Scophthalmus maximus",1366,NA,NA,NA
"Scophthalmus maximus",1366,NA,NA,NA
"Scophthalmus maximus",1366,NA,NA,NA
"Scophthalmus maximus",1366,NA,NA,4
"Scophthalmus maximus",1366,3,5,NA
"Scophthalmus rhombus",545,NA,NA,NA
"Scophthalmus rhombus",545,NA,NA,NA
"Scophthalmus rhombus",545,NA,NA,NA
"Scophthalmus rhombus",545,NA,NA,NA
"Scophthalmus rhombus",545,5,NA,NA
"Pontinus kuhlii",5241,6,8,NA
"Pterois volitans",6124,NA,NA,NA
"Pterois volitans",6124,NA,NA,NA
"Pterois volitans",6124,NA,NA,NA
"Pterois volitans",6124,NA,NA,NA
"Scorpaena guttata",4139,NA,NA,2
"Scorpaena loppei",15505,NA,NA,1
"Scorpaena porcus",1954,3,NA,NA
"Scorpaena porcus",1954,2,NA,NA
"Scorpaena porcus",1954,NA,NA,NA
"Scorpaena porcus",1954,NA,NA,NA
"Scorpaena porcus",1954,NA,NA,NA
"Scorpaena porcus",1954,1,11,NA
"Scorpaena porcus",1954,1,7,NA
"Scorpaena porcus",1954,1,6,NA
"Scorpaena porcus",1954,1,6,NA
"Scorpaena porcus",1954,1,7,NA
"Scorpaena porcus",1954,0,8,NA
"Scorpaena porcus",1954,NA,NA,3
"Scorpaena porcus",1954,NA,NA,NA
"Scorpaenopsis altirostris",49227,NA,NA,NA
"Sebastapistes fowleri",6118,NA,NA,NA
"Apristurus australis",54259,NA,NA,NA
"Apristurus australis",54259,NA,NA,NA
"Apristurus exsanguis",49199,NA,NA,NA
"Apristurus longicephalus",787,NA,NA,NA
"Apristurus longicephalus",787,NA,NA,NA
"Apristurus melanoasper",52558,NA,NA,NA
"Apristurus melanoasper",52558,NA,NA,NA
"Atelomycterus fasciatus",44789,NA,NA,NA
"Atelomycterus macleayi",807,NA,NA,NA
"Atelomycterus macleayi",807,NA,NA,NA
"Atelomycterus marmoratus",4500,NA,NA,NA
"Atelomycterus marmoratus",4500,NA,NA,NA
"Atelomycterus marnkalha",53928,NA,NA,NA
"Atelomycterus marnkalha",53928,NA,NA,NA
"Aulohalaelurus labiosus",811,NA,NA,NA
"Bythaelurus lutarius",838,NA,NA,NA
"Cephaloscyllium fasciatum",812,NA,NA,NA
"Cephaloscyllium hiscosellum",54283,NA,NA,NA
"Cephaloscyllium laticeps",814,NA,NA,NA
"Cephaloscyllium pictum",54275,NA,NA,NA
"Cephaloscyllium sarawakensis",53916,NA,NA,NA
"Cephaloscyllium sarawakensis",53916,NA,NA,NA
"Cephaloscyllium silasi",816,NA,NA,NA
"Cephaloscyllium speccum",54278,NA,NA,NA
"Cephaloscyllium sufflans",817,NA,NA,NA
"Cephaloscyllium sufflans",817,NA,NA,NA
"Cephaloscyllium umbratile",41219,NA,NA,NA
"Cephaloscyllium umbratile",41219,NA,NA,NA
"Cephaloscyllium variegatum",54281,NA,NA,NA
"Cephalurus cephalus",819,NA,NA,NA
"Figaro boardmani",821,NA,NA,NA
"Figaro boardmani",821,NA,NA,NA
"Figaro striatus",54284,NA,NA,NA
"Galeus eastmani",822,NA,NA,NA
"Galeus eastmani",822,NA,NA,NA
"Galeus mincaronei",50969,NA,NA,NA
"Galeus mincaronei",50969,NA,NA,NA
"Galeus nipponensis",825,NA,NA,NA
"Galeus polli",827,NA,NA,NA
"Galeus polli",827,NA,NA,NA
"Galeus polli",827,NA,NA,NA
"Galeus schultzi",829,NA,NA,NA
"Galeus schultzi",829,NA,NA,NA
"Halaelurus boesemani",831,NA,NA,NA
"Halaelurus buergeri",832,NA,NA,NA
"Halaelurus sellus",54548,NA,NA,NA
"Halaelurus sellus",54548,NA,NA,NA
"Haploblepharus edwardsii",841,NA,NA,NA
"Haploblepharus edwardsii",841,NA,NA,NA
"Holohalaelurus melanostigma",53962,NA,NA,NA
"Holohalaelurus punctatus",844,NA,NA,NA
"Parmaturus xaniurus",849,NA,NA,NA
"Parmaturus xaniurus",849,NA,NA,NA
"Parmaturus xaniurus",849,NA,NA,NA
"Poroderma africanum",851,NA,NA,NA
"Poroderma africanum",851,NA,NA,NA
"Schroederichthys bivius",854,NA,NA,NA
"Schroederichthys bivius",854,NA,NA,NA
"Schroederichthys maculatus",856,NA,NA,NA
"Schroederichthys maculatus",856,NA,NA,NA
"Schroederichthys saurisqualus",50970,NA,NA,NA
"Scyliorhinus canicula",861,NA,NA,NA
"Scyliorhinus canicula",861,NA,NA,NA
"Scyliorhinus canicula",861,NA,NA,NA
"Scyliorhinus canicula",861,NA,NA,NA
"Scyliorhinus canicula",861,NA,NA,NA
"Scyliorhinus canicula",861,NA,NA,NA
"Scyliorhinus canicula",861,NA,NA,5
"Scyliorhinus canicula",861,3,5,NA
"Scyliorhinus canicula",861,NA,NA,NA
