sciname,aveK,aveTLinf,logTLinf,avephi1,aveKphi
Macrognathus maculatus,0.314,31.7,3.002118524,2.481620644,0.301649159
Macrognathus pancalus,1.1375,23,2.723455672,2.751902168,1.067693247
Macroramphosus gracilis,0.8665,12.5,2.193820026,2.097705326,0.801466363
Macroramphosus scolopax,0.411,18,2.51054501,2.115622216,0.402788633
Macrourus berglax,0.067,46.15,3.328343411,2.059682421,0.053869012
Macruronus magellanicus,0.19275,94.575,3.9515527,3.141265875,0.154779406
Macruronus novaezelandiae,0.185588235,107.3823529,4.061865832,3.308156224,0.176315459
Makaira mazara,0.2005,515,5.423614458,4.647910749,0.167608597
Makaira nigricans,0.48525,468.4107283,5.341253667,4.76296218,0.264063584
Malacocottus zonurus,0.12,47.3,3.349722281,2.428903528,0.12
Malacoraja senta,0.1225,66.7,3.648251668,2.727373925,0.119983702
Mallotus villosus,0.4606,20.7,2.631940691,2.265787843,0.430375116
Marcusenius macrolepidotus,0.69525,30.175,2.959294558,2.653549338,0.494600762
Marcusenius monteiri,0.26,100,4,3.414973348,0.26
Mastacembelus mastacembelus,0.18,84.2,3.850624183,3.044104441,0.156127806
Maurolicus muelleri,0.965,5.4,1.46478752,1.443884077,0.953008025
Maurolicus stehmanni,1.628,27,2.862727528,2.01073586,0.14060745
Megalaspis cordyla,0.7341,47.063971,3.345377136,3.116640256,0.590558766
Megalobrama amblycephala,0.342133333,50.96666667,3.414572461,2.892447021,0.300520816
Megalobrama terminalis,0.08,94.8,3.953616675,2.819977813,0.073512491
Megalocottus platycephalus,0.2,41.75,3.24131296,2.516605435,0.188491806
Megalops atlanticus,0.09375,246.04142,4.78201645,3.726194458,0.087938288
Melanogrammus aeglefinus,0.266697674,69.40162791,3.682739315,3.049727405,0.232802741
Melanotaenia fluviatilis,0.116333333,10.74333333,2.062278102,0.668265115,0.040363332
Mene maculata,0.563666667,24.1,2.764034085,2.362103907,0.396341749
Menidia extensa,1.2,10,2,2.074590696,1.187382643
Menidia menidia,1.1675,13.775,2.278183215,2.340792415,1.155072381
Menticirrhus americanus,0.43025,36.975,3.135816365,2.720076955,0.383937551
Menticirrhus saxatilis,0.63,41.75,3.24131296,3.035632013,0.622757624
Menticirrhus undulatus,0.385,44.4,3.29476594,2.88022667,0.385
Merlangius merlangus,0.34527551,45.82336735,3.322174001,2.760196213,0.27417144
Merluccius albidus,0.5245,45.8,3.321730956,3.038281477,0.520655572
Merluccius angustimanus,0.3425,35.35,3.096778836,2.628887775,0.340493589
Merluccius australis,0.214066667,101.275,4.011004504,3.298317209,0.193781675
Merluccius bilinearis,0.421375,46.41138188,3.333248999,2.91635085,0.382914534
Merluccius capensis,0.111834783,122.7695652,4.178181436,3.192112305,0.103259703
Merluccius gayi gayi,0.276833333,75.81666667,3.759529373,3.091996501,0.215014193
Merluccius gayi peruanus,0.15975,86.45,3.873529995,3.030130746,0.143417039
Merluccius hubbsi,0.239277778,69.68466667,3.686274454,3.02055099,0.215911878
Merluccius merluccius,0.162547445,87.57364993,3.884746902,2.965043406,0.120308553
Merluccius paradoxus,0.142888889,110.9888889,4.090559007,3.177443221,0.122147396
Merluccius polli,0.394,64.4,3.617771735,3.213267957,0.394
Merluccius productus,0.2525,68.6,3.672648231,3.02693546,0.226093058
Merluccius senegalensis,0.15475,88.15,3.890444633,3.016615307,0.133712089
Mesogobius batrachocephalus,0.305,33.65,3.053970137,2.528968093,0.298536857
Metelectrona ventralis,1.29,11.1,2.090645958,2.201235668,1.29
Micralestes acutidens,1.0135,7.02,1.692674224,1.646746195,0.899646658
Microchirus azevia,0.2725,33.38,3.046972665,2.463892853,0.261168135
Microchirus theophila,0.242666667,39.1,3.184353515,2.537861514,0.225687756
Microchirus variegatus,0.382,19.1,2.562066734,2.140976499,0.379236181
Microgobius thalassinus,1.8975,6.2,1.584783379,1.841144558,1.804517838
Micromesistius australis,0.2405,55.91379875,3.495037998,2.856988384,0.230117892
Micromesistius poutassou,0.315695652,36.39130435,3.121995244,2.554312587,0.270593489
Micrometrus aurora,0.363,15.6,2.386249197,1.946155822,0.363
Microphysogobio amurensis,0.2,14.5,2.322736004,1.623766,0.2
Micropogonias furnieri,0.182857143,65.80238095,3.636483216,2.817262634,0.151628004
Micropogonias undulatus,0.5264,38.92,3.180345663,2.708654755,0.337527445
Micropterus dolomieu,0.16952381,64.62857143,3.620849112,2.76251889,0.138570179
Micropterus salmoides,0.220243902,61.79490244,3.581905302,2.873026286,0.195488397
Microstomus achne,0.095,61.95,3.584082621,2.545878665,0.091579031
Microstomus kitt,0.262777778,38.54444444,3.171923581,2.517764102,0.221738202
Microstomus pacificus,0.1586,46.22,3.329659882,2.486039145,0.143343915
Miichthys miiuy,0.32,75.8,3.759338411,3.262743369,0.318716801
Milyeringa veritas,0.48,4.75,1.353387219,1.034628457,0.48
Misgurnus anguillicaudatus,0.159,28.6,2.912732066,2.114129191,0.159
Misgurnus fossilis,0.12,52,3.432006687,2.511187933,0.12
Mistichthys luzonensis,2.25,2.46,0.781870214,1.134052732,2.25
Moenkhausia dichroura,0.85,8.1,1.816970038,1.746388963,0.85
Mola mola,0.31,336,5.052678555,4.544040249,0.31
Molva dypterygia,0.131,142.6666667,4.308645029,3.41090771,0.126550155
Molva molva,0.125,151.5,4.360825266,3.431464933,0.117662932
Monocentris reedi,0.202,14.1,2.298438225,1.603789595,0.202
Monochirus hispidus,0.419666667,13.43333333,2.256367583,1.844226796,0.387132126
Monopterus albus,0.109,102,4.017200344,3.05444156,0.108953508
Moolgarda cunnesius,0.3235,29.6,2.942583422,2.451999904,0.323159168
Moolgarda seheli,0.258,56.8,3.508696671,2.916366168,0.255663951
Mora moro,0.1,64.45,3.618445843,2.59699284,0.095180284
Mormyrops anguilloides,0.176666667,122.9479967,4.179442913,3.306843384,0.13409126
Mormyrus lacerda,0.8,47,3.344195716,3.247285703,0.8
Mormyrus longirostris,0.224,70.8,3.700066515,3.050314534,0.224
Mormyrus rume,0.071,205,4.623507722,3.474766071,0.071
Morone americana,0.102,43.5,3.276978514,2.250368466,0.094056746
Morone chrysops,0.453923077,41.8,3.242352564,2.863227766,0.417710318
Morone mississippiensis,0.592,23.1,2.72722396,2.461710868,0.542608894
Morone saxatilis,0.1888,103.27,4.027948354,3.278104054,0.177891706
Mugil cephalus,0.29472093,62.65069767,3.593851823,2.941064949,0.222440123
Mugil curema,0.571666667,44.13889,3.289642815,2.826685484,0.344383764
Mugil hospes,0.355,42.70115,3.260879143,2.786170068,0.335189901
Mugil incilis,1,43,3.266936911,3.266936911,1
Mugil liza,0.22375,76.4780875,3.767074038,3.071399447,0.201523366
Mugil trichodon,0.13,28.6,2.912732066,2.026675419,0.13
Mulloidichthys flavolineatus,0.4212,32.231334,3.016556561,2.54541745,0.337956566
Mulloidichthys martinicus,0.4,32.75,3.030422609,2.632360097,0.399887186
Mulloidichthys vanicolensis,0.616333333,37.03333333,3.137185608,2.838731081,0.502973926
Mullus barbatus barbatus,0.350893651,25.46128429,2.811760612,2.250604254,0.274690501
Mullus surmuletus,0.317842105,31.49898421,2.996593097,2.411442487,0.2599258
Muraena augusti,0.178,105.9,4.04979192,3.300211923,0.178
Muraena helena,0.0835,166.35,4.44204561,3.362578779,0.083278553
Mustelus antarcticus,0.146375,182.4499988,4.522287729,3.582233877,0.114801126
Mustelus asterias,0.1705,113.6,4.110756663,3.334639448,0.167449087
Mustelus californicus,0.285,122,4.172719661,3.604133879,0.270031368
Mustelus canis,0.2105,122.25,4.174497736,3.307479781,0.135825729
Mustelus henlei,0.255,91.85,3.926158321,3.328895903,0.252777015
Mustelus lenticulatus,0.2725,114.425,4.117041842,3.457455176,0.218984479
Mustelus manazo,0.137166667,125.4166667,4.196710508,3.276564148,0.120185933
Mustelus mustelus,0.09,175,4.486076097,3.401788112,0.08235918
Mycteroperca bonaci,0.148333333,127.3333333,4.209884216,3.37463745,0.14613466
Mycteroperca interstitialis,0.057,75.2,3.752435681,2.500246083,0.055951328
Mycteroperca microlepis,0.151833333,121.8333333,4.171532253,3.346287109,0.149539132
Mycteroperca olfax,0.181,93,3.936965897,3.194644472,0.181
Mycteroperca phenax,0.129,89.45,3.90316069,2.976017948,0.118265278
Mycteroperca rosacea,0.0924,108,4.066847511,3.032519482,0.0924
Mycteroperca rubra,0.329,56.7,3.507166118,3.024362016,0.329
Mycteroperca tigris,0.11,74,3.738463439,2.779856125,0.11
Mycteroperca venenosa,0.128,87.75,3.88649425,2.968795173,0.120865102
Myctophum nitidulum,0.42,10,2,1.62324929,0.42
Myctophum punctatum,0.243,9.75,1.978009231,1.338060842,0.229113991
Myleus rhomboidalis,0.44,38,3.159567193,2.80301987,0.44
Myliobatis californica,0.16425,206,4.627734441,3.783346927,0.143091055
Mylochromis anaphyrmus,0.671,19.6,2.584512143,2.411234663,0.671
Mylopharyngodon piceus,0.095025,186.2655125,4.540264903,3.445385621,0.08037495
Myoxocephalus brandtii,0.559,32.15,3.014361955,2.757343,0.553325959
Myoxocephalus jaok,0.18,69.9,3.688954351,2.803620191,0.130216446
Myoxocephalus octodecemspinosus,0.72,30,2.954242509,2.811575006,0.72
Myoxocephalus polyacanthocephalus,0.1375,84.85,3.857303693,2.946915176,0.122916867
Myoxocephalus quadricornis,0.283333333,39.73333333,3.198310001,2.540525432,0.219895039
Myoxocephalus scorpius,0.466944444,24.14666667,2.765714374,2.406228571,0.437032965
Myoxocephalus stelleri,0.315,50.275,3.402704159,2.844322724,0.276451255
Myripristis amaena,0.219,19.4,2.57560346,1.916047575,0.219
Myripristis murdjan,0.68,26.2,2.836602583,2.669111495,0.68
Mystus tengara,0.933333333,16,2.408239965,2.377734972,0.932169752
Myxus elongatus,0.6775,32.31,3.018673916,2.837096802,0.658298531
Nandus nandus,0.7,21,2.644438589,2.489536629,0.7
Nannatherina balstoni,1.5,7.7,1.77298145,1.942915441,1.478883593
Nannobrachium regale,0.201,26.5,2.846491748,2.149687805,0.201
Nannobrachium ritteri,0.36,13.5,2.260667537,1.816970038,0.36
Nannoperca vittata,1.151,5.65,1.504096896,1.564746484,1.149872237
Naso annulatus,0.213,72.8,3.724262759,3.052642362,0.213
Naso brachycentron,0.429,43.4,3.274979459,2.907436751,0.429
Naso brevirostris,0.402,38.3,3.166397548,2.770623601,0.402
Naso hexacanthus,0.221,52.7,3.44362123,2.788013504,0.221
Naso lituratus,0.5525,31.694575,3.001969865,2.661518909,0.456613812
Naso tuberosus,0.428,45.9,3.323625371,2.95506914,0.428
Naso unicornis,0.3145,52.439535,3.439317664,2.825682158,0.243424616
Naso vlamingii,0.264,54,3.46478752,2.886391447,0.264
Naucrates ductor,4.248,36.72958,3.130031924,3.697541793,3.694110384
Negaprion brevirostris,0.32,165,4.434967888,3.667226876,0.17071001
Nemacheilus spiniferus,0.511,5,1.397940009,1.106360909,0.511
Nemacheilus triangularis,0.493,7.1,1.702516697,1.395363617,0.493
Nemadactylus macropterus,0.184272727,50.89822364,3.413405251,2.657424,0.175395622
Nematabramis everetti,0.6145,13.0602925,2.231905807,2.00693822,0.595706601
Nematalosa nasus,0.9,45.20707,3.31041272,3.26465523,0.9
Nematalosa vlaminghi,0.17,38.1,3.161849951,2.392298873,0.17
Nemichthys scolopaceus,0.3,100,4,3.477121255,0.3
Nemipterus balinensoides,0.46,23.8,2.753153914,2.415911746,0.46
Nemipterus bathybius,0.469444444,28.57364333,2.911931239,2.528300481,0.413398829
Nemipterus bipunctatus,0.585,28.71666667,2.916268054,2.661911689,0.556728732
Nemipterus furcosus,0.35,37.7358,3.153507123,2.640254526,0.306723748
Nemipterus hexodon,0.548333333,26.135,2.834445009,2.565947527,0.53889297
Nemipterus japonicus,0.588303571,31.26861625,2.990217325,2.7095982,0.524059834
Nemipterus marginatus,0.582,26.26666667,2.838809926,2.586232281,0.559013577
Nemipterus mesoprion,0.675470588,25.10588235,2.799550979,2.612345948,0.649822837
Nemipterus nematophorus,0.63325,31.15952375,2.987181622,2.752406942,0.582405301
Nemipterus nemurus,0.4815,27.9,2.891208407,2.544633288,0.450220101
Nemipterus peronii,0.464111111,32.63763889,3.027437466,2.651425868,0.420715393
Nemipterus randalli,0.522,28.45,2.908164541,2.509258092,0.399110865
Nemipterus tambuloides,0.675,34,3.062957834,2.889862762,0.671281885
Nemipterus thosaporni,0.381,28.96666667,2.923797043,2.495795033,0.37324843
Nemipterus virgatus,0.426307692,38.24301385,3.165104221,2.75667757,0.390457122
Neobola stellae,1.9,3.3,1.03702788,1.315781481,1.9
Neoceratodus forsteri,0.11195,122.55,4.176626631,3.202853559,0.106225046
Neogobius fluviatilis,0.555,14.25,2.307629729,2.038245612,0.537793914
Neogobius melanostomus,0.518571429,14.17142857,2.302827264,1.879103074,0.37694311
Neoniphon sammara,0.52,26,2.829946696,2.54595004,0.52
Neosalanx pseudotaihuensis,3.09,6.785,1.663099704,2.133652163,2.954965804
Neoscorpis lithophilus,0.222,44.02495,3.287397743,2.633750717,0.222
Neotrygon kuhlii,0.165,42.55,3.257799129,2.46133332,0.159784332
Nerophis ophidion,1.052,30.4,2.965747167,2.987762907,1.052
Netuma thalassina,0.326,74.3,3.741977628,3.114003035,0.235518706
Nezumia aequalis,0.1635,8.2,1.827627705,1.04000393,0.163070809
Nezumia bairdii,0.276,6.6,1.639087871,1.079996953,0.276
Nezumia sclerorhynchus,0.12375,20.9625,2.642886151,1.628212778,0.096677771
Nezumia stelgidolepis,0.2,43,3.266936911,2.567966907,0.2
Nibea albiflora,0.284,39.96666667,3.203395857,2.62998665,0.2670489
Nibea maculata,1.08,28.4,2.90663668,2.940060436,1.08
Notarius troschelii,0.2,48,3.362482475,2.66351247,0.2
Nothobranchius furzeri,12.6,5.5,1.480725379,2.581095924,12.6
Notolabrus celidotus,0.37,26.81485,2.856750744,2.424952468,0.37
Notolabrus fucicola,0.15,41.3,3.231900103,2.407991362,0.15
Notolychnus valdiviae,1.411,2.8,0.894316063,1.043843076,1.411
Notorynchus cepedianus,0.25,202,4.610702739,4.008642748,0.25
Notoscopelus elongatus,0.89,11.9,2.151093923,2.100483929,0.89
Notoscopelus kroyeri,0.2,14.9,2.346372537,1.647402532,0.2
Notothenia coriiceps,0.165,45.225,3.310757151,2.491764937,0.151707756
Notothenia cyanobrancha,0.186,36.55,3.125774763,2.393168619,0.185094646
Notothenia rossii,0.140857143,90.35,3.911856314,3.036587456,0.133269615
Nototheniops larseni,0.268,23.2,2.73097597,2.159110764,0.268
Notropis atherinoides,0.871,11.2,2.098436045,2.0384542,0.871
Novaculichthys taeniourus,1.4,27.5,2.878665388,3.024793423,1.4
Nuchequula blochii,1.203333333,12.73333333,2.209884216,2.289779054,1.201973348
Nuchequula gerreoides,1.1,14,2.292256071,2.329625234,1.089856109
Nuchequula nuchalis,2.56,12,2.158362492,2.566602457,2.56
Oblada melanura,0.2435,35.2625,3.094626198,2.473812215,0.239434108
Ocyurus chrysurus,0.1886875,59.891875,3.554735819,2.779990602,0.16797892
Odax pullus,0.3735,50.05,3.398808164,2.933124289,0.342228462
Odontesthes bonariensis,0.604869444,43.83888889,3.283719077,2.974746868,0.490939291
Odontesthes regia,0.69,25,2.795880017,2.634729108,0.69
Odontognathus mucronatus,0.35,28.8,2.918784976,2.46285302,0.35
Oedalechilus labeo,0.192,25.9,2.826599528,2.109900757,0.192
Okamejei acutispina,0.159,35.15,3.091850659,2.290823285,0.158114838
Okamejei hollandi,0.88975,53.85,3.462371415,3.34705155,0.766796522
Oligocottus maculosus,0.208,10.2,2.017200344,1.335263678,0.208
Oncorhynchus aguabonita,0.19,53.4,3.455082514,2.733836115,0.19
Oncorhynchus keta,0.3525,108.25,4.06885581,3.605328826,0.343932341
Oncorhynchus kisutch,0.98,80,3.806179974,3.79740605,0.98
Oncorhynchus masou masou,0.912,23.95,2.758611036,2.715430614,0.905356404
Oncorhynchus mykiss,0.535857143,65.57444429,3.633469238,3.307126013,0.471690116
Oncorhynchus nerka,0.477,74.7,3.746641204,3.412254937,0.463034908
Oneirodes acanthias,0.3,20,2.602059991,2.079181246,0.3
Ophichthus zophochir,0.3,76,3.761627185,3.238748439,0.3
Ophiodon elongatus,0.22,95.025,3.955675757,3.280765025,0.211392351
Opisthonema libertate,0.4662,27.023078,2.86346963,2.462875577,0.397562989
Opisthonema oglinum,0.688333333,25.60682833,2.81671158,2.596211119,0.601865625
Opsanus beta,0.436,29.83333333,2.949403561,2.488277303,0.34583882
Opsanus tau,0.225333333,33.36666667,3.046625646,2.308457387,0.182739209
Orectolobus halei,0.09,163,4.424375209,3.378617718,0.09
Orectolobus maculatus,0.2,213,4.656759207,3.957789203,0.2
Orectolobus ornatus,0.19,99.9,3.999130976,3.277884577,0.19
Oreochromis andersonii,1.452882353,33.65990588,3.054225795,2.91528827,0.726210418
Oreochromis aureus,4.373766667,24.91005467,2.792749361,3.112307693,2.087172439
Oreochromis esculentus,1.5839,19.2686145,2.569700976,2.423310562,0.71385431
Oreochromis karongae,0.59275,34.9,3.085650854,2.705181531,0.416419134
Oreochromis leucostictus,0.8925,29.683545,2.945031532,2.874328942,0.849762204
Oreochromis lidole,0.293333333,40.13333333,3.207010464,2.610659715,0.253308201
Oreochromis macrochir,1.034470588,28.78947059,2.918467357,2.661727775,0.553682016
Oreochromis mortimeri,0.256,54.3,3.469599659,2.877839624,0.256
Oreochromis mossambicus,3.939666667,27.43033467,2.876462213,2.893178234,1.039240401
Oreochromis niloticus,4.276886792,29.41957547,2.937272803,3.173426382,1.722477585
Oreochromis saka,0.6415,31.8,3.00485424,2.80489048,0.631009997
Oreochromis shiranus,2.148923077,24.69351231,2.785165733,2.715618789,0.852026408
Oreochromis spilurus,1.1978,21.56,2.667297513,2.631972587,0.921881444
Oreochromis squamipinnis,0.6134,32.193254,3.015529752,2.655400781,0.43638622
Oreochromis variabilis,1.919666667,21.43651,2.662308162,2.611602677,0.889804332
Orthopristis reddingi,0.134,38.62312,3.173694707,2.300799505,0.134
Orthopristis ruber,0.35,41,3.225567713,2.769635758,0.35
Osmerus dentex,0.184666667,34.86666667,3.08482086,2.327897571,0.17501558
Osmerus eperlanus,0.411333333,25.04166667,2.797326461,2.239921536,0.277073554
Osmerus mordax,0.453333333,28.73333333,2.916772022,2.524448275,0.405206359
Osteochilus kahajanensis,0.3555,22.03548,2.68624503,2.235452056,0.35416613
Osteochilus vittatus,0.735,36.033785,3.113419766,2.895556109,0.605530946
Ostorhinchus cyanosoma,2.93,9.2,1.927575655,2.394443275,2.93
Otolithes cuvieri,0.56325,40.075,3.205747062,2.955417911,0.56191529
Otolithes ruber,0.374,47.06666667,3.345426884,2.850818584,0.320178157
Otolithoides biauritus,0.267333333,127.9,4.213741089,3.219199116,0.101264688
Oxydoras kneri,0.17,89.7,3.905584886,3.136033807,0.17
Oxyporhamphus micropterus,1,23,2.723455672,2.723455672,1
Pachymetopon aeneum,0.1315,43.35,3.273978204,2.390274369,0.130706193
Pachymetopon blochii,0.13525,47.9536875,3.361644018,2.476190771,0.130180745
Pachymetopon grande,0.1515,49.55,3.390087318,2.56836814,0.150758158
Pagellus acarne,0.261888889,30.31430333,2.963295184,2.34714108,0.242017013
Pagellus affinis,0.14,60.5,3.563510749,2.709638785,0.14
Pagellus bellottii,0.305555556,36.52349889,3.125144751,2.569033813,0.27790033
Pagellus bogaraveo,0.13725,54.5151,3.473033626,2.582345236,0.128620919
Pagellus erythrinus,0.195380952,38.04084238,3.160500251,2.410466338,0.177814055
Pagellus natalensis,0.206,41.8,3.242352564,2.552619301,0.204299233
Pagrus auratus,0.131,78.79547429,3.793002548,2.825658673,0.107809275
Pagrus caeruleostictus,0.289666667,43.63333333,3.279636784,2.670843579,0.246153942
Pagrus major,0.147666667,71.97,3.714303005,2.857121159,0.138937076
Pagrus pagrus,0.1785,55.6261565,3.490558107,2.662426671,0.148548601
Palmoliparis beckeri,0.64,33.1,3.039655988,2.845835962,0.64
Pampus argenteus,0.527083333,34.71729833,3.081091843,2.719495824,0.434914594
Pampus chinensis,0.67,46.70612,3.338747582,3.164822384,0.67
Pangasius pangasius,0.154333333,136.0666667,4.267503491,3.271985428,0.101037348
Pangio kuhlii,0.368,6.73,1.656030128,1.221877947,0.368
Pangio muraeniformis,0.336,4.35,1.276978514,0.803317791,0.336
Papyrocranus afer,0.288,57.1,3.513272216,2.972664704,0.288
Parablennius ruber,0.62,13.2,2.241147862,2.033539552,0.62
Parabramis pekinensis,0.123,52.15,3.434508626,2.503736223,0.117280983
Paracaesio kusakarii,0.19,48.4,3.369690723,2.648444324,0.19
Paracaesio stonei,0.39,34.5,3.07563819,2.666702797,0.39
Paracanthobrama guichenoti,0.2643,24.5,2.778332169,2.200429332,0.2643
Paracentropogon rubripinnis,0.548,9.6,1.964542466,1.703323025,0.548
Paracottus knerii,0.16,15,2.352182518,1.556302501,0.16
Paracrossochilus acerus,0.659,12.00861,2.158985481,1.977870896,0.659
Parahucho perryi,0.05,127.4,4.210338856,2.90930886,0.05
Parailia pellucida,0.63,11.03,2.085151025,1.884491574,0.63
Parajulis poecilepterus,0.1875,27.195125,2.868982119,2.132335193,0.183380467
Paralabrax clathratus,0.103,64,3.612359948,2.625197173,0.103
Paralabrax maculatofasciatus,0.296,30,2.954242509,2.42553422,0.296
Paralichthys californicus,0.09,118.3,4.145969489,3.07856297,0.085623599
Paralichthys dentatus,0.608333333,121.6333333,4.170105217,3.86302185,0.493079143
Paralichthys lethostigma,0.574,57.05,3.512511298,3.09758767,0.38465942
Paralichthys olivaceus,0.15,117,4.136371723,3.312462983,0.15
Paralichthys patagonicus,0.41,52.35,3.437833372,3.043804672,0.403618719
Parambassis ranga,0.616666667,5.416666667,1.467464221,1.227965863,0.576104997
Paramisgurnus dabryanus,0.133,29.4,2.936694661,2.060546302,0.133
Paranotothenia magellanica,0.26,40,3.204119983,2.619093331,0.26
Paranthias furcifer,0.251,37.6,3.15037569,2.534739653,0.242305886
Parapercis colias,0.296,36.94,3.134993782,2.52748234,0.246881506
Parapercis hexophtalma,0.457,22.18706,2.692199516,2.352115716,0.457
Parapristipoma trilineatum,0.30725,41.50375,3.236174677,2.707094241,0.295746466
Parascolopsis inermis,0.7,22.94286,2.72129511,2.56639315,0.7
Parastromateus niger,0.766666667,40.50875333,3.215097756,3.069122916,0.714537721
Parexocoetus brachypterus,2.4,13.5,2.260667537,2.640878779,2.4
Parma microlepis,0.355,13.75,2.276605396,1.826439974,0.354678267
Parodon nasus,0.272,16.6,2.440216176,1.87478508,0.272
Parophrys vetulus,0.295,36.15,3.116216603,2.56919958,0.283780779
Parupeneus barberinus,0.543666667,33.56666667,3.051816432,2.633053168,0.381273601
Parupeneus forsskali,1.2,27,2.862727528,2.941908774,1.2
Parupeneus heptacanthus,0.509333333,35.46666667,3.099640746,2.709344003,0.407102019
Parupeneus macronemus,1.5,29.5,2.939644032,3.115735291,1.5
Parupeneus multifasciatus,0.756,30.3,2.962885257,2.841407053,0.756
Parupeneus porphyreus,0.538,49.2,3.383930206,3.114712481,0.538
Patagonotothen guntheri,0.22,29,2.924795996,2.267218677,0.22
Patagonotothen ramsayi,0.285,40,3.204119983,2.642078331,0.274131125
Pegusa impar,0.450166667,25.45,2.811375573,2.436899061,0.422205113
Pegusa lascaris,0.390666667,29.15,2.929277118,2.485123787,0.359622346
Pelecus cultratus,0.1555,57.4,3.517823785,2.6870705,0.14765451
Pellona ditchela,0.675,23.23333333,2.732223047,2.52457816,0.619947786
Pellonula leonensis,0.96,15.6,2.386249197,2.36852043,0.96
Pelteobagrus ussuriensis,0.175,53.05,3.449370776,2.593952817,0.139502516
Pempheris adspersa,0.55,18.2,2.520142776,2.260505465,0.55
Pennahia anea,1,27.93333333,2.892245528,2.83254885,0.871572106
Pennahia argentata,0.67,34.65,3.079406478,2.901374415,0.66369407
Pentaceros richardsoni,0.27,65.1,3.627161977,3.058525741,0.27
Pentanemus quinquarius,0.7315,35.4,3.098006524,2.905271264,0.641600569
Pentaprion longimanus,1.07047619,17.83476762,2.50253491,2.486425932,0.9635872
Peprilus burti,2.34,19.6475,2.586614595,2.948197127,2.299230605
Peprilus triacanthus,0.8,21.2,2.652671722,2.555761709,0.8
Perca flavescens,0.313,32.075,3.01233333,2.422046009,0.256869582
Perca fluviatilis,0.331223077,29.42949154,2.937565517,2.360446643,0.264777529
Perca schrenkii,0.069,60,3.556302501,2.395151592,0.069
Perccottus glenii,0.13,21.2,2.652671722,1.766615074,0.13
Percichthys trucha,0.25,47.25,3.348803626,2.74637209,0.249786213
Percophis brasiliensis,0.216777778,71.38555556,3.707220687,3.023870463,0.207324094
Percopsis omiscomaycus,0.445,14.45,2.319735694,1.95953903,0.436318207
Percopsis transmontana,0.56,9.6,1.964542466,1.712730493,0.56
Periophthalmus barbarus,0.586666667,18.06666667,2.513756064,2.25020133,0.545061198
Peristedion cataphractum,0.231,34.85,3.084405565,2.433490272,0.223400791
Pethia ticto,1.45,11,2.08278537,2.243895018,1.449137675
Petrocephalus bovei,0.817,10.525,2.044444209,1.926276725,0.761785173
Petrocephalus catostoma,1.006666667,16.4,2.429687696,2.360079233,0.851905725
Petromyzon marinus,0.159,54.1,3.46639453,2.667791655,0.159
Petrus rupestris,0.075,138,4.279758173,3.154819436,0.075
Pharyngochromis darlingi,0.588,16.25,2.421706731,2.187305753,0.582906666
Pholis gunnellus,0.299666667,23.5,2.742135725,2.190935014,0.28106016
Pholis nebulosa,0.72,33.8,3.057833401,2.915165897,0.72
Photopectoralis bindus,1.395,12.302209,2.179966202,2.264751194,1.215584047
Phoxinus phoxinus,0.55,9.9,1.991270389,1.728028954,0.545454545
Phycis blennoides,0.418,48.04571429,3.363309309,2.868541713,0.32006074
Phycis phycis,0.193333333,66.53333333,3.646078564,2.920164369,0.187968815
Phyllopteryx taeniolatus,1.688,35.25,3.094318243,3.284509152,1.549497604
Piaractus brachypomus,1.59,45.6,3.317929685,3.51932681,1.59
Pimelodus albicans,0.24,61.2,3.573502844,2.953714086,0.24
Pimephales promelas,0.736666667,6.143333333,1.576808161,1.424619374,0.704386807
Plagiogeneion rubiginosum,0.3,54,3.46478752,2.941908774,0.3
Plagioscion squamosissimus,0.312333333,70.35,3.694528204,2.942216175,0.176883764
Platichthys flesus,0.366266667,41.06,3.22683789,2.690022614,0.290525812
Platichthys stellatus,0.241333333,46.7,3.338633761,2.711694391,0.236080779
Platycephalus bassensis,0.24,35.6,3.102899996,2.467958068,0.231770454
Platycephalus caeruleopunctatus,0.18,39.1,3.184353515,2.43962602,0.18
Platycephalus fuscus,0.219,84.9,3.85781538,3.198259495,0.219
Platycephalus indicus,0.34,48.9,3.378617718,2.910096635,0.34
Platycephalus richardsoni,0.240625,61.6539475,3.579921777,2.934641082,0.226318109
Platycephalus speculator,0.33025,51.6625,3.426350837,2.926244433,0.316150299
Plectorhinchus gibbosus,0.2,86.5,3.874032215,3.175062211,0.2
Plectorhinchus lineatus,0.3,63,3.598681099,3.075802354,0.3
Plectorhinchus mediterraneus,0.177,68.2065,3.667651529,2.915624795,0.177
Plectorhinchus pictus,0.19,79.739905,3.803351428,3.077806137,0.18812855
Plectorhinchus picus,0.18,83.70671,3.845520546,3.100793051,0.18
Plectorhinchus sordidus,0.91,29.25,2.932251741,2.89071959,0.908799018
Plectropomus leopardus,0.272,62.967018,3.598226253,2.990798143,0.246928882
Plectropomus maculatus,0.206,67.5,3.658607546,2.972474766,0.206
Pleuragramma antarctica,0.093,32.35,3.01974857,1.917823764,0.079081554
Pleurogrammus monopterygius,0.500384615,44.05230769,3.287937328,2.95851119,0.468353599
Pleuronectes platessa,0.145782609,55.20434783,3.483946567,2.601323321,0.131031814
Pleuronectes quadrituberculatus,0.132285714,48.83571429,3.377475088,2.46948653,0.123597999
