"sname","genus","fam","ord","class","agem","maxl","vbk","temp"
"Acestrorhynchus falcirostris","Acestrorhynchus","Acestrorhynchidae","Characiformes","Actinopterygii",NA,40,NA,26
"Acestrorhynchus grandoculis","Acestrorhynchus","Acestrorhynchidae","Characiformes","Actinopterygii",NA,10.8,NA,NA
"Acestrorhynchus heterolepis","Acestrorhynchus","Acestrorhynchidae","Characiformes","Actinopterygii",NA,32.1,NA,NA
"Acestrorhynchus isalineae","Acestrorhynchus","Acestrorhynchidae","Characiformes","Actinopterygii",NA,10.1,NA,NA
"Acestrorhynchus lacustris","Acestrorhynchus","Acestrorhynchidae","Characiformes","Actinopterygii",NA,27,0.367418104,NA
"Acestrorhynchus maculipinna","Acestrorhynchus","Acestrorhynchidae","Characiformes","Actinopterygii",NA,7.9,NA,NA
"Acestrorhynchus microlepis","Acestrorhynchus","Acestrorhynchidae","Characiformes","Actinopterygii",NA,26,NA,23
"Acestrorhynchus minimus","Acestrorhynchus","Acestrorhynchidae","Characiformes","Actinopterygii",NA,6.3,NA,NA
"Acestrorhynchus nasutus","Acestrorhynchus","Acestrorhynchidae","Characiformes","Actinopterygii",NA,6.9,NA,NA
"Acestrorhynchus pantaneiro","Acestrorhynchus","Acestrorhynchidae","Characiformes","Actinopterygii",NA,35.2,NA,NA
"Acheilognathus asmussii","Acheilognathus","Cyprinidae","Cypriniformes","Actinopterygii",3,16,NA,20
"Acheilognathus barbatulus","Acheilognathus","Cyprinidae","Cypriniformes","Actinopterygii",NA,8.4,NA,14
"Acheilognathus barbatus","Acheilognathus","Cyprinidae","Cypriniformes","Actinopterygii",NA,9,NA,NA
"Acheilognathus changtingensis","Acheilognathus","Cyprinidae","Cypriniformes","Actinopterygii",NA,6.364,NA,NA
"Acheilognathus coreanus","Acheilognathus","Cyprinidae","Cypriniformes","Actinopterygii",NA,10,NA,NA
"Acheilognathus cyanostigma","Acheilognathus","Cyprinidae","Cypriniformes","Actinopterygii",NA,6,NA,NA
"Acheilognathus deignani","Acheilognathus","Cyprinidae","Cypriniformes","Actinopterygii",NA,5.2,NA,NA
"Acheilognathus elongatoides","Acheilognathus","Cyprinidae","Cypriniformes","Actinopterygii",NA,9.8,NA,NA
"Acheilognathus elongatus","Acheilognathus","Cyprinidae","Cypriniformes","Actinopterygii",NA,19.8,NA,NA
"Acheilognathus gracilis","Acheilognathus","Cyprinidae","Cypriniformes","Actinopterygii",NA,5.6,NA,NA
"Acheilognathus hypselonotus","Acheilognathus","Cyprinidae","Cypriniformes","Actinopterygii",NA,16.5,NA,NA
"Acheilognathus imberbis","Acheilognathus","Cyprinidae","Cypriniformes","Actinopterygii",NA,8,NA,NA
"Acheilognathus intermedia","Acheilognathus","Cyprinidae","Cypriniformes","Actinopterygii",NA,13,NA,NA
"Acheilognathus koreensis","Acheilognathus","Cyprinidae","Cypriniformes","Actinopterygii",NA,8,NA,NA
"Acheilognathus longibarbatus","Acheilognathus","Cyprinidae","Cypriniformes","Actinopterygii",NA,9.2,NA,NA
"Acheilognathus longipinnis","Acheilognathus","Cyprinidae","Cypriniformes","Actinopterygii",NA,8,NA,NA
"Acheilognathus macromandibularis","Acheilognathus","Cyprinidae","Cypriniformes","Actinopterygii",NA,5.19,NA,NA
"Acheilognathus macropterus","Acheilognathus","Cyprinidae","Cypriniformes","Actinopterygii",NA,27.5,NA,20
"Acheilognathus majusculus","Acheilognathus","Cyprinidae","Cypriniformes","Actinopterygii",NA,10.04,NA,NA
"Acheilognathus meridianus","Acheilognathus","Cyprinidae","Cypriniformes","Actinopterygii",NA,10,NA,NA
"Acheilognathus microphysa","Acheilognathus","Cyprinidae","Cypriniformes","Actinopterygii",NA,6.75,NA,NA
"Acheilognathus omeiensis","Acheilognathus","Cyprinidae","Cypriniformes","Actinopterygii",NA,7.22,NA,NA
"Acheilognathus polylepis","Acheilognathus","Cyprinidae","Cypriniformes","Actinopterygii",NA,9.5,NA,NA
"Acheilognathus striatus","Acheilognathus","Cyprinidae","Cypriniformes","Actinopterygii",NA,5.43,NA,18
"Acheilognathus tabira erythropterus","Acheilognathus","Cyprinidae","Cypriniformes","Actinopterygii",NA,6.28,NA,NA
"Acheilognathus tabira jordani","Acheilognathus","Cyprinidae","Cypriniformes","Actinopterygii",NA,7.9,NA,NA
"Acheilognathus tabira nakamurae","Acheilognathus","Cyprinidae","Cypriniformes","Actinopterygii",NA,7.64,NA,NA
"Acheilognathus tabira tabira","Acheilognathus","Cyprinidae","Cypriniformes","Actinopterygii",NA,7.93,NA,17.5
"Acheilognathus tabira tohokuensis","Acheilognathus","Cyprinidae","Cypriniformes","Actinopterygii",NA,7.26,NA,NA
"Acheilognathus tonkinensis","Acheilognathus","Cyprinidae","Cypriniformes","Actinopterygii",NA,9.2,NA,NA
"Acheilognathus yamatsutae","Acheilognathus","Cyprinidae","Cypriniformes","Actinopterygii",NA,16,NA,NA
"Achiroides leucorhynchos","Achiroides","Soleidae","Pleuronectiformes","Actinopterygii",NA,8,NA,NA
"Achiroides melanorhynchus","Achiroides","Soleidae","Pleuronectiformes","Actinopterygii",NA,14,NA,NA
"Achiropsetta tricholepis","Achiropsetta","Achiropsettidae","Pleuronectiformes","Actinopterygii",NA,39,NA,NA
"Achirus achirus","Achirus","Achiridae","Pleuronectiformes","Actinopterygii",NA,37,NA,26.5
"Achirus declivis","Achirus","Achiridae","Pleuronectiformes","Actinopterygii",NA,18,NA,NA
"Achirus klunzingeri","Achirus","Achiridae","Pleuronectiformes","Actinopterygii",NA,23,NA,NA
"Achirus lineatus","Achirus","Achiridae","Pleuronectiformes","Actinopterygii",NA,23,NA,NA
"Achirus mazatlanus","Achirus","Achiridae","Pleuronectiformes","Actinopterygii",NA,20,1.092,20.5
"Achirus mucuri","Achirus","Achiridae","Pleuronectiformes","Actinopterygii",NA,9.03,NA,NA
"Achirus novoae","Achirus","Achiridae","Pleuronectiformes","Actinopterygii",NA,10.6,NA,NA
"Achirus scutum","Achirus","Achiridae","Pleuronectiformes","Actinopterygii",NA,28,NA,NA
"Achoerodus gouldii","Achoerodus","Labridae","Perciformes","Actinopterygii",17,175,0.10239016,18.75
"Achoerodus viridis","Achoerodus","Labridae","Perciformes","Actinopterygii",8,62,NA,NA
"Achondrostoma arcasii","Achondrostoma","Cyprinidae","Cypriniformes","Actinopterygii",1.733333333,25,0.262747038,NA
"Achondrostoma occidentale","Achondrostoma","Cyprinidae","Cypriniformes","Actinopterygii",NA,9.5,NA,NA
"Achondrostoma oligolepis","Achondrostoma","Cyprinidae","Cypriniformes","Actinopterygii",NA,25,NA,NA
"Achondrostoma salmantinum","Achondrostoma","Cyprinidae","Cypriniformes","Actinopterygii",NA,6.82,NA,NA
"Acinocheirodon melanogramma","Acinocheirodon","Characidae","Characiformes","Actinopterygii",NA,3.77,NA,NA
"Acipenser baerii","Acipenser","Acipenseridae","Acipenseriformes","Actinopterygii",13.75675676,200,0.049998667,10.095
"Acipenser brevirostrum","Acipenser","Acipenseridae","Acipenseriformes","Actinopterygii",7.666666667,143,0.04,NA
"Acipenser dabryanus","Acipenser","Acipenseridae","Acipenseriformes","Actinopterygii",8,250,NA,NA
"Acipenser fulvescens","Acipenser","Acipenseridae","Acipenseriformes","Actinopterygii",20.66666667,274,0.035474995,8
"Acipenser gueldenstaedtii","Acipenser","Acipenseridae","Acipenseriformes","Actinopterygii",10,236,0.040669431,15
"Acipenser medirostris","Acipenser","Acipenseridae","Acipenseriformes","Actinopterygii",NA,270,0.065124986,15
"Acipenser mikadoi","Acipenser","Acipenseridae","Acipenseriformes","Actinopterygii",NA,150,NA,NA
"Acipenser naccarii","Acipenser","Acipenseridae","Acipenseriformes","Actinopterygii",7,200,NA,NA
"Acipenser nudiventris","Acipenser","Acipenseridae","Acipenseriformes","Actinopterygii",9,200,0.064390666,15
"Acipenser oxyrinchus","Acipenser","Acipenseridae","Acipenseriformes","Actinopterygii",15.11111111,403,0.084058228,NA
"Acipenser persicus","Acipenser","Acipenseridae","Acipenseriformes","Actinopterygii",10,242,NA,NA
"Acipenser ruthenus","Acipenser","Acipenseridae","Acipenseriformes","Actinopterygii",4.444444444,125,0.119484894,NA
"Acipenser schrenckii","Acipenser","Acipenseridae","Acipenseriformes","Actinopterygii",8.875,300,0.06,15
"Acipenser sinensis","Acipenser","Acipenseridae","Acipenseriformes","Actinopterygii",11,130,NA,NA
"Acipenser stellatus","Acipenser","Acipenseridae","Acipenseriformes","Actinopterygii",6.8,220,0.072228968,15
"Acipenser sturio","Acipenser","Acipenseridae","Acipenseriformes","Actinopterygii",9.384615385,600,0.0494403,14
"Acipenser transmontanus","Acipenser","Acipenseridae","Acipenseriformes","Actinopterygii",11,610,0.0434084,11.64999962
"Acnodon normani","Acnodon","Serrasalmidae","Characiformes","Actinopterygii",NA,13.5,NA,25
"Acnodon oligacanthus","Acnodon","Serrasalmidae","Characiformes","Actinopterygii",NA,20,NA,NA
"Acnodon senai","Acnodon","Serrasalmidae","Characiformes","Actinopterygii",NA,13.2,NA,NA
"Acreichthys hajam","Acreichthys","Monacanthidae","Tetraodontiformes","Actinopterygii",NA,7,NA,NA
"Acreichthys radiatus","Acreichthys","Monacanthidae","Tetraodontiformes","Actinopterygii",NA,7,NA,NA
"Acreichthys tomentosus","Acreichthys","Monacanthidae","Tetraodontiformes","Actinopterygii",NA,12,0.86,NA
"Acrobrycon ipanquianus","Acrobrycon","Characidae","Characiformes","Actinopterygii",NA,10,NA,NA
"Acrobrycon tarijae","Acrobrycon","Characidae","Characiformes","Actinopterygii",NA,6.4,NA,NA
"Acrocheilus alutaceus","Acrocheilus","Cyprinidae","Cypriniformes","Actinopterygii",3,30,NA,NA
"Acrochordonichthys chamaeleon","Acrochordonichthys","Akysidae","Siluriformes","Actinopterygii",NA,9.9,NA,NA
"Acrochordonichthys falcifer","Acrochordonichthys","Akysidae","Siluriformes","Actinopterygii",NA,9.21,NA,NA
"Acrochordonichthys guttatus","Acrochordonichthys","Akysidae","Siluriformes","Actinopterygii",NA,9.77,NA,NA
"Acrochordonichthys gyrinus","Acrochordonichthys","Akysidae","Siluriformes","Actinopterygii",NA,10,NA,NA
"Acrochordonichthys ischnosoma","Acrochordonichthys","Akysidae","Siluriformes","Actinopterygii",NA,10.1,NA,NA
"Acrochordonichthys mahakamensis","Acrochordonichthys","Akysidae","Siluriformes","Actinopterygii",NA,8.32,NA,NA
"Acrochordonichthys pachyderma","Acrochordonichthys","Akysidae","Siluriformes","Actinopterygii",NA,14.48,NA,NA
"Acrochordonichthys rugosus","Acrochordonichthys","Akysidae","Siluriformes","Actinopterygii",NA,11,NA,NA
"Acrochordonichthys septentrionalis","Acrochordonichthys","Akysidae","Siluriformes","Actinopterygii",NA,10.13,NA,NA
"Acrochordonichthys strigosus","Acrochordonichthys","Akysidae","Siluriformes","Actinopterygii",NA,8.35,NA,NA
"Acromycter alcocki","Acromycter","Congridae","Anguilliformes","Actinopterygii",NA,25.3,NA,NA
"Acromycter atlanticus","Acromycter","Congridae","Anguilliformes","Actinopterygii",NA,29.5,NA,NA
"Acromycter nezumi","Acromycter","Congridae","Anguilliformes","Actinopterygii",NA,40,NA,NA
"Acropoma boholensis","Acropoma","Acropomatidae","Perciformes","Actinopterygii",NA,13.2,NA,NA
"Acropoma hanedai","Acropoma","Acropomatidae","Perciformes","Actinopterygii",NA,13.52,NA,NA
"Acropoma japonicum","Acropoma","Acropomatidae","Perciformes","Actinopterygii",NA,20,NA,NA
"Acropoma lecorneti","Acropoma","Acropomatidae","Perciformes","Actinopterygii",NA,35,NA,NA
"Acrossocheilus beijiangensis","Acrossocheilus","Cyprinidae","Cypriniformes","Actinopterygii",NA,13.1,NA,NA
"Acrossocheilus clivosius","Acrossocheilus","Cyprinidae","Cypriniformes","Actinopterygii",NA,9.2,NA,NA
"Acrossocheilus fasciatus","Acrossocheilus","Cyprinidae","Cypriniformes","Actinopterygii",NA,19.16,NA,NA
"Acrossocheilus hemispinus","Acrossocheilus","Cyprinidae","Cypriniformes","Actinopterygii",NA,20,NA,NA
"Acrossocheilus ikedai","Acrossocheilus","Cyprinidae","Cypriniformes","Actinopterygii",NA,10.72,NA,NA
"Acrossocheilus iridescens","Acrossocheilus","Cyprinidae","Cypriniformes","Actinopterygii",NA,29.7,NA,NA
"Acrossocheilus jishouensis","Acrossocheilus","Cyprinidae","Cypriniformes","Actinopterygii",NA,16.94,NA,NA
"Acrossocheilus kreyenbergii","Acrossocheilus","Cyprinidae","Cypriniformes","Actinopterygii",NA,15.45,NA,NA
"Acrossocheilus longipinnis","Acrossocheilus","Cyprinidae","Cypriniformes","Actinopterygii",NA,10,NA,NA
"Acrossocheilus malacopterus","Acrossocheilus","Cyprinidae","Cypriniformes","Actinopterygii",NA,15.29,NA,NA
"Acrossocheilus monticola","Acrossocheilus","Cyprinidae","Cypriniformes","Actinopterygii",NA,18,NA,NA
"Acrossocheilus multistriatus","Acrossocheilus","Cyprinidae","Cypriniformes","Actinopterygii",NA,11.709,NA,NA
"Acrossocheilus paradoxus","Acrossocheilus","Cyprinidae","Cypriniformes","Actinopterygii",NA,20,NA,20
"Acrossocheilus parallens","Acrossocheilus","Cyprinidae","Cypriniformes","Actinopterygii",NA,15.4,NA,NA
"Acrossocheilus rendahli","Acrossocheilus","Cyprinidae","Cypriniformes","Actinopterygii",NA,17.3,NA,NA
"Acrossocheilus spinifer","Acrossocheilus","Cyprinidae","Cypriniformes","Actinopterygii",NA,15.29,NA,NA
"Acrossocheilus wenchowensis","Acrossocheilus","Cyprinidae","Cypriniformes","Actinopterygii",NA,15.5,NA,NA
"Acrossocheilus wuyiensis","Acrossocheilus","Cyprinidae","Cypriniformes","Actinopterygii",NA,15.9,NA,NA
"Acrossocheilus xamensis","Acrossocheilus","Cyprinidae","Cypriniformes","Actinopterygii",NA,23.53,NA,NA
"Acrossocheilus yunnanensis","Acrossocheilus","Cyprinidae","Cypriniformes","Actinopterygii",NA,21.55,NA,NA
"Aculeola nigra","Aculeola","Etmopteridae","Squaliformes","Elasmobranchii",NA,60,NA,NA
"Acyrtops amplicirrus","Acyrtops","Gobiesocidae","Gobiesociformes","Actinopterygii",NA,1.86,NA,NA
"Acyrtops beryllinus","Acyrtops","Gobiesocidae","Gobiesociformes","Actinopterygii",1,2.5,2.42,NA
"Acyrtus artius","Acyrtus","Gobiesocidae","Gobiesociformes","Actinopterygii",NA,3,NA,NA
"Acyrtus pauciradiatus","Acyrtus","Gobiesocidae","Gobiesociformes","Actinopterygii",NA,1.63,NA,NA
"Acyrtus rubiginosus","Acyrtus","Gobiesocidae","Gobiesociformes","Actinopterygii",NA,3.5,NA,NA
"Adelosebastes latens","Adelosebastes","Sebastidae","Scorpaeniformes","Actinopterygii",NA,30,NA,NA
"Adinia xenica","Adinia","Fundulidae","Cyprinodontiformes","Actinopterygii",NA,6,NA,31
"Adontosternarchus balaenops","Adontosternarchus","Apteronotidae","Gymnotiformes","Actinopterygii",NA,25,NA,NA
"Adontosternarchus clarkae","Adontosternarchus","Apteronotidae","Gymnotiformes","Actinopterygii",NA,18.6,NA,NA
"Adontosternarchus devenanzii","Adontosternarchus","Apteronotidae","Gymnotiformes","Actinopterygii",NA,18.6,NA,25
"Adontosternarchus duartei","Adontosternarchus","Apteronotidae","Gymnotiformes","Actinopterygii",NA,18.5,NA,NA
"Adontosternarchus nebulosus","Adontosternarchus","Apteronotidae","Gymnotiformes","Actinopterygii",NA,21.8,NA,NA
"Adontosternarchus sachsi","Adontosternarchus","Apteronotidae","Gymnotiformes","Actinopterygii",NA,32.2,NA,NA
"Adrianichthys kruyti","Adrianichthys","Adrianichthyidae","Beloniformes","Actinopterygii",NA,16,NA,23.5
"Adrianichthys oophorus","Adrianichthys","Adrianichthyidae","Beloniformes","Actinopterygii",NA,8.5,NA,26.5
"Adrianichthys poptae","Adrianichthys","Adrianichthyidae","Beloniformes","Actinopterygii",NA,17.1,NA,26.5
"Adrianichthys roseni","Adrianichthys","Adrianichthyidae","Beloniformes","Actinopterygii",NA,9,NA,NA
"Aeoliscus punctulatus","Aeoliscus","Centriscidae","Syngnathiformes","Actinopterygii",NA,15,NA,NA
"Aeoliscus strigatus","Aeoliscus","Centriscidae","Syngnathiformes","Actinopterygii",NA,15,NA,NA
"Aequidens chimantanus","Aequidens","Cichlidae","Perciformes","Actinopterygii",NA,10.2,NA,NA
"Aequidens diadema","Aequidens","Cichlidae","Perciformes","Actinopterygii",NA,11.8,NA,25.5
"Aequidens epae","Aequidens","Cichlidae","Perciformes","Actinopterygii",NA,11.3,NA,27
"Aequidens gerciliae","Aequidens","Cichlidae","Perciformes","Actinopterygii",NA,12.8,NA,NA
"Aequidens hoehnei","Aequidens","Cichlidae","Perciformes","Actinopterygii",NA,5.6,NA,24
"Aequidens mauesanus","Aequidens","Cichlidae","Perciformes","Actinopterygii",NA,13.4,NA,NA
"Aequidens metae","Aequidens","Cichlidae","Perciformes","Actinopterygii",NA,12.5,NA,26.75
"Aequidens michaeli","Aequidens","Cichlidae","Perciformes","Actinopterygii",NA,20,NA,35
"Aequidens pallidus","Aequidens","Cichlidae","Perciformes","Actinopterygii",NA,14.3,NA,26
"Aequidens paloemeuensis","Aequidens","Cichlidae","Perciformes","Actinopterygii",NA,9.5,NA,NA
"Aequidens patricki","Aequidens","Cichlidae","Perciformes","Actinopterygii",NA,11.6,NA,22.5
"Aequidens plagiozonatus","Aequidens","Cichlidae","Perciformes","Actinopterygii",NA,10.3,NA,NA
"Aequidens potaroensis","Aequidens","Cichlidae","Perciformes","Actinopterygii",NA,10,NA,NA
"Aequidens rondoni","Aequidens","Cichlidae","Perciformes","Actinopterygii",NA,9.7,NA,NA
"Aequidens tetramerus","Aequidens","Cichlidae","Perciformes","Actinopterygii",NA,16.2,NA,25
"Aequidens tubicen","Aequidens","Cichlidae","Perciformes","Actinopterygii",NA,11.6,NA,NA
"Aequidens viridis","Aequidens","Cichlidae","Perciformes","Actinopterygii",NA,16.5,NA,NA
"Aesopia cornuta","Aesopia","Soleidae","Pleuronectiformes","Actinopterygii",NA,25,NA,NA
"Aetapcus maculatus","Aetapcus","Pataecidae","Scorpaeniformes","Actinopterygii",NA,21,NA,NA
"Aethaloperca rogaa","Aethaloperca","Serranidae","Perciformes","Actinopterygii",NA,60,NA,NA
"Aethotaxis mitopteryx mitopteryx","Aethotaxis","Nototheniidae","Perciformes","Actinopterygii",NA,42,NA,NA
"Aethotaxis mitopteryx pawsoni","Aethotaxis","Nototheniidae","Perciformes","Actinopterygii",NA,18.5,NA,NA
"Aetobatus flagellum","Aetobatus","Myliobatidae","Myliobatiformes","Elasmobranchii",NA,72,NA,NA
"Aetobatus narinari","Aetobatus","Myliobatidae","Myliobatiformes","Elasmobranchii",4,330,NA,NA
"Aetobatus narutobiei","Aetobatus","Myliobatidae","Myliobatiformes","Elasmobranchii",NA,100,NA,16
"Aetobatus ocellatus","Aetobatus","Myliobatidae","Myliobatiformes","Elasmobranchii",NA,152.8,NA,NA
"Aetomylaeus maculatus","Aetomylaeus","Myliobatidae","Myliobatiformes","Elasmobranchii",NA,200,NA,NA
"Aetomylaeus nichofii","Aetomylaeus","Myliobatidae","Myliobatiformes","Elasmobranchii",NA,65,NA,NA
"Aetomylaeus vespertilio","Aetomylaeus","Myliobatidae","Myliobatiformes","Elasmobranchii",NA,240,NA,NA
"Afronandus sheljuzhkoi","Afronandus","Nandidae","Perciformes","Actinopterygii",NA,4.2,NA,NA
"Afronemacheilus abyssinicus","Afronemacheilus","Nemacheilidae","Cypriniformes","Actinopterygii",NA,5.07,NA,23.5
"Afronemacheilus kaffa","Afronemacheilus","Nemacheilidae","Cypriniformes","Actinopterygii",NA,5.53,NA,NA
"Afurcagobius suppositus","Afurcagobius","Gobiidae","Perciformes","Actinopterygii",NA,11,NA,NA
"Afurcagobius tamarensis","Afurcagobius","Gobiidae","Perciformes","Actinopterygii",NA,11,NA,NA
"Agamyxis albomaculatus","Agamyxis","Doradidae","Siluriformes","Actinopterygii",NA,15,8.51,NA
"Agamyxis pectinifrons","Agamyxis","Doradidae","Siluriformes","Actinopterygii",NA,15,NA,23
"Ageneiosus atronasus","Ageneiosus","Auchenipteridae","Siluriformes","Actinopterygii",NA,12,NA,NA
"Ageneiosus brevis","Ageneiosus","Auchenipteridae","Siluriformes","Actinopterygii",NA,16,NA,NA
"Ageneiosus inermis","Ageneiosus","Auchenipteridae","Siluriformes","Actinopterygii",NA,59,NA,23
"Ageneiosus magoi","Ageneiosus","Auchenipteridae","Siluriformes","Actinopterygii",NA,18.1,NA,NA
"Ageneiosus marmoratus","Ageneiosus","Auchenipteridae","Siluriformes","Actinopterygii",NA,18.5,NA,24.5
"Ageneiosus militaris","Ageneiosus","Auchenipteridae","Siluriformes","Actinopterygii",NA,30,0.29,20
"Ageneiosus pardalis","Ageneiosus","Auchenipteridae","Siluriformes","Actinopterygii",NA,44,NA,NA
"Ageneiosus piperatus","Ageneiosus","Auchenipteridae","Siluriformes","Actinopterygii",NA,4.8,NA,NA
"Ageneiosus polystictus","Ageneiosus","Auchenipteridae","Siluriformes","Actinopterygii",NA,45,NA,NA
"Ageneiosus ucayalensis","Ageneiosus","Auchenipteridae","Siluriformes","Actinopterygii",NA,29,0.326496554,NA
"Ageneiosus vittatus","Ageneiosus","Auchenipteridae","Siluriformes","Actinopterygii",NA,22,NA,NA
"Agoniates anchovia","Agoniates","Triportheidae","Characiformes","Actinopterygii",NA,14.8,NA,NA
"Agoniates halecinus","Agoniates","Triportheidae","Characiformes","Actinopterygii",NA,21.5,NA,NA
"Agonomalus jordani","Agonomalus","Agonidae","Scorpaeniformes","Actinopterygii",NA,18,NA,NA
"Agonomalus mozinoi","Agonomalus","Agonidae","Scorpaeniformes","Actinopterygii",NA,8.9,NA,NA
"Agonomalus proboscidalis","Agonomalus","Agonidae","Scorpaeniformes","Actinopterygii",NA,20,NA,NA
"Agonopsis chiloensis","Agonopsis","Agonidae","Scorpaeniformes","Actinopterygii",NA,12.5,NA,NA
"Agonopsis sterletus","Agonopsis","Agonidae","Scorpaeniformes","Actinopterygii",NA,15,NA,NA
"Agonopsis vulsa","Agonopsis","Agonidae","Scorpaeniformes","Actinopterygii",NA,20,NA,NA
